Deal Name,Company name,Address,google_places_id,"Macro Geo (NYC, SF, CHS, DC, LA, NASH, DEN)",Error?,place_id_verification,match_status,match_confidence,match_method,verified_place_id,match_notes
Hanoi House East Village,Hanoi House,,ChIJBWyKZp1ZwokRHhnug4zTch4,NYC,,Invalid: Partial name match (0.63),MATCHED,1.0,verified_place_id,,Matched to DB row 272
Raku Hanare Regulars,Raku Hanare,,ChIJcd-UAwBZwokR2dPBrKACTm8,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 550
Rosemary's Stuytown,Rosemary’s Stuytown,,ChIJqfd3jX9ZwokRS1hCsvCFcE8,NYC,,Invalid: Partial name match (0.76),MATCHED,1.0,verified_place_id,,Matched to DB row 569
Nami Nori West Village,Nami Nori (West Village),,ChIJcfbyqFNZwokRUoBP92II4c0,NYC,,Invalid: Name match (1.00),NO_MATCH,0.0,,,No confident match found
The Standard Biergarten Meatpacking,The Standard Biergarten,25 Cooper Sq,ChIJN-93ZsBZwokRMe_yr5I34Ik,NYC,,Invalid: Partial name match (0.79),MATCHED,0.95,claude_verified,,Matched to DB row 736
Upside Nolita,Upside Pizza Nolita,640 Manhattan Avenue,ChIJH1lZ6mhZwokRwXWuR8nTAZ8,NYC,,Corrected: Upside Pizza (conf: 0.82),NO_MATCH,0.0,,,No confident match found
Lulla Chelsea,Lulla,113 West 24th Street,ChIJvTLKIr9ZwokRIBsYYKUY2DU,NYC,,Valid: Lulla NYC (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 412
Raku Soho Regulars,Raku Soho,,ChIJo3cQ0GxZwokRUukfD7IRfKk,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 551
Laser Wolf Williamsburg,Laser Wolf,97 Wythe Avenue,ChIJLyS5dYRZwokRlkA0g9eijjs,NYC,,Valid: Laser Wolf Brooklyn (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 356
Fairfax West Village,Fairfax,234 West 4th Street,ChIJSyYvYZRZwokR6tWSvOA2xXw,NYC,,Invalid: Partial address match (0.77),NO_MATCH,0.0,,,No confident match found
Unregular Pizza Midtown,Unregular Pizza Midtown,,ChIJW2boKvdZwokRAYw2cJwEH9I,NYC,,Invalid: Partial name match (0.79),MATCHED,1.0,verified_place_id,,Matched to DB row 771
Davey's Ice Cream Greenpoint,Davey’s Ice Cream (Greenpoint),,ChIJn4uvV0FZwokRXcHdLy6Og_M,NYC,,Invalid: Partial name match (0.76),MATCHED,1.0,verified_place_id,,Matched to DB row 176
Panzón Greenpoint,Panzon,23 Greenpoint Avenue,ChIJUfCp3OlZwokRvRb3hBuLIuA,NYC,,Invalid: Address match (0.92),MATCHED,1.0,verified_place_id,,Matched to DB row 509
Claro Gowanus,Claro,284 3rd Avenue,ChIJGVQqnFVawokRltzLtx5fMhM,NYC,,Invalid: Address match (0.88),MATCHED,1.0,verified_place_id,,Matched to DB row 154
Lovely's Old Fashioned Hell's Kitchen,Lovely’s Old Fashioned,642 9th Ave,ChIJd4_SnFJZwokRBeuZ-YwGaUw,NYC,,Valid: Lovely's Old Fashioned (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 407
Basic Kitchen Downtown Charleston,Basic Kitchen,82 Wentworth St,ChIJNz0pmhN6_ogR5laaX7NUnVs,CHS,,Invalid: Address match (0.88),MATCHED,1.0,verified_place_id,,Matched to DB row 64
Moongate Lounge Chinatown,Moongate Lounge,,ChIJpUlYTNmBhYARE6fZdZBiKR4,SF,,Invalid: Partial name match (0.67),MATCHED,1.0,verified_place_id,,Matched to DB row 472
Crave Fishbar Midtown,Crave Fishbar Midtown,,ChIJBUB1-eJYwokRwqGsIIvAPls,NYC,,Invalid: Partial name match (0.76),NO_MATCH,0.0,,,No confident match found
Overstory Overstory,Overstory,70 Pine St 64th Floor,ChIJ_8dmJ0lbwokRIJHQFfXiMNo,NYC,,Valid: Overstory (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 501
St. Tropez West Village,St. Tropez West Village,,ChIJo9tLC5VZwokR9t8kMnIACK0,NYC,,Invalid: Name match (1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 633
Leon's Oyster Shop Downtown Charleston,Leons Oyster Shop,698 King Street,ChIJ180tuFx6_ogRLrajxAiAgYQ,CHS,,Invalid: Address match (0.85),MATCHED,0.95,claude_verified,,Matched to DB row 369
IRIS,IRIS,1740 Broadway,ChIJMccf7SRZwokRyJJEQAXUhqM,NYC,,Valid: IRIS (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 302
Sra. Martinez Coral Gables,Sra Martinez,,ChIJE71m6CK32YgRvzVM73VTlts,FL,,Invalid: Partial name match (0.63),MATCHED,1.0,verified_place_id,,Matched to DB row 625
Sweet Rose Creamery Brentwood Country Mart,Sweet Rose Creamery - Brentwood Country Mart,,ChIJx3qVjFWjwoARvcJ3GGZ4YJQ,LA,,Invalid: Partial name match (0.62),MATCHED,1.0,verified_place_id,,Matched to DB row 647
Tia Pol Chelsea,Tia Pol,,ChIJ8RjtPrhZwokRVZXEfLUKtM4,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 750
Moody Tongue Sushi West Village,Moody Tongue Sushi,,ChIJGUJaVtVZwokR3VU_JU2pedg,NYC,,Invalid: Partial name match (0.73),MATCHED,1.0,verified_place_id,,Matched to DB row 471
Roberta's Bushwick,Roberta's,261 Moore St,ChIJzSOyOg1dwokRfQ-5htUfsRY,NYC,,Valid: Roberta's (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 559
gertrude's Prospect Heights,Gertrude’s,605 Carlton Ave,ChIJnRyRtUBbwokR4veV9Er_PAU,NYC,,Invalid: Address match (0.91),MATCHED,1.0,verified_place_id,,Matched to DB row 254
Nudibranch East Village,Nudibranch,125 1st Ave.,ChIJ5Qa2Xu9ZwokRIyvK1rhdwgw,NYC,,Valid: Nudibranch (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 490
Renzo Hampton Park Terrace,Renzo,384 Huger Street,ChIJbT5P4Fp6_ogRM6yv6hvX3k8,CHS,,Invalid: Address match (0.86),MATCHED,1.0,verified_place_id,,Matched to DB row 555
Nom Wah Pier 57,Nom Wah at Market 57,,ChIJeW_dJC5ZwokRaQfG-JI-bYc,NYC,,Invalid: Partial name match (0.69),MATCHED,1.0,verified_place_id,,Matched to DB row 485
GupShup Gramercy,GupShup,"115 E 18th St (Between Park Ave &, Irving Pl",ChIJvYavzZ5ZwokRBQj3hhDtpfk,NYC,,Valid: GupShup (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 268
Mino Brasserie West Village,Mino,225 W 12th St,ChIJh0Elkf1ZwokRrFXIVkSPvKU,NYC,,Valid: Mino Brasserie (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 453
Bangkok Supper Club Messaging as a Service / VIP Handling,Bangkok Supper Club,641 Hudson St,ChIJvduhDjVZwokReg77D1pNQaQ,NYC,,Invalid: Address match (0.87),MATCHED,1.0,verified_place_id,,Matched to DB row 48
Arthur and Sons West Village,Arthur & Sons,38 8th Avenue,ChIJw2RCuSZZwokRVt7nWZNROm0,NYC,,Valid: Arthur and Sons NY Italian (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 39
Crave Sushi Bar Midtown East,Crave Sushi Bar,947 2nd Ave,ChIJkdJZKBRZwokRwhNrDEm_t8c,NYC,,Valid: Crave Sushi Bar (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 164
Mattina Mattina,Mattina,2232 Bush Street,ChIJYTzmaFiBhYARlEFG6VasHl4,SF,,Valid: MATTINA Restaurant (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 437
Palette Tea House Noma,Palette Tea House,900 North Point Street,ChIJ53HCdjCBhYARI-_VU7jZI-U,SF,,Valid: Palette Tea House (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 507
Semma Greenwich,Semma,60 Greenwich Ave,ChIJxZmzO7hZwokRx2fls4uU4YU,NYC,,Invalid: Address match (0.91),MATCHED,1.0,verified_place_id,,Matched to DB row 591
Diner Williamsburg,Diner,85 Broadway,ChIJvzYmKtlbwokRHye6SmfknDM,NYC,,Invalid: Address match (1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 184
Brenda's French Soul Food Tenderloin,Brenda's French Soul Food,652 Polk Street,ChIJZ9s5SJeAhYARIX3Fxl6oj6c,SF,,Valid: Brenda's French Soul Food (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 105
Brenda's Meat & Three NOPA,Brenda's Meat & Three,919 Divisadero Street,ChIJBZ2nB7GAhYAR1BUmlCHczaw,SF,,Valid: Brenda's Meat & Three (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 106
Meadowsweet Williamsburg,Meadowsweet,149 Broadway,ChIJwXUoA99bwokRU2bF-gdB25I,NYC,,Valid: Meadowsweet (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 439
Emily Brooklyn Clinton Hill,Emily Brooklyn,919 fulton street,ChIJYeJEs6RbwokRI9OjBP6hYG8,NYC,,Invalid: Address match (0.87),MATCHED,1.0,verified_place_id,,Matched to DB row 205
Thyme Bar Chelsea,Thyme Bar,"20 W 23rd St, Cellar",ChIJGeLvoN9ZwokRyjK1gD08W7Q,NYC,,Valid: Thyme Bar (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 749
Unregular Pizza Upper East Side,UnregularPizzaUES,132 Lexington Avenue,ChIJfxzCCUBZwokR5uTiL9Gm9U4,NYC,,Valid: Unregular Pizza (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 773
Little Maven Flatiron,Little Maven,30 West 18th Street,ChIJW3LA-dxZwokR0WAavt1PXFE,NYC,,Valid: Little Maven (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 388
Maman Upper West Side,Chez Maman,"239 Centre St New York, Ny 10013",ChIJ383_YEFZwokRJFr1iPhcJvk,NYC,,Invalid: Partial address match (0.67),NO_MATCH,0.0,,,No confident match found
Blue Whale Marina,Blue Whale Restaurant,,ChIJyeXEUEyBhYARWEs70AP8J4I,SF,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 91
Greywind Hudson Yards,Greywind,451 10th Avenue,ChIJRyAmqgpZwokRHjS6xvDPVfI,NYC,,Invalid: Address match (0.89),MATCHED,1.0,verified_place_id,,Matched to DB row 266
Sushi Hakko Pacific Heights,sushihakkosf.com,,ChIJ0wnbFlaBhYARUol-xwVfXjk,SF,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 642
Little Original Joe's Marina,"Little Original Joe's (Marina, SF)",2301 Chestnut Street,ChIJo_MMIdSAhYARhV9nPwTrm84,SF,,Valid: Little Original Joe's (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 390
Holy City Brewing,Holy City Brewing,"1021 Aragon Ave, Charleston, SC 29405",ChIJXZV_WlF7_ogRy1myXw3d-ME,,,Valid: Holy City Brewing (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 285
The Refuge Isle of Palms,The Refuge,,ChIJn5C08qlz_ogRsEyfIRdjQBg,CHS,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 731
Sobre Masa Bushwick,Sobre Masa,52 Harrison Place,ChIJmeKSwPFdwokRZ--71Rq0GBY,NYC,,Valid: Sobre Masa (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 608
Perry's Pacific Heights,Perry's Embarcadero,1944 Union Street,ChIJy3_5ONuAhYARlKgaknpqI0k,SF,,Invalid: Address match (0.87),MATCHED,1.0,verified_place_id,,Matched to DB row 524
Laissez Faire Financial District,Laissez Faire,10 Theatre Alley,ChIJuQ9WfihbwokR3PTLA2-HvhE,NYC,,Invalid: Address match (1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 351
BlindPig Tenderloin,BlindPig Speakeasy Lounge,1113 Polk St.,ChIJ7SlawgSBhYARbP6ZoPjNHMA,SF,,Valid: BlindPig Speakeasy Lounge (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 87
Dragon Horse SOMA,Dragon Horse,,ChIJc4jk1ZWBhYARkZIS5HmVER8,SF,,Invalid: Name match (0.83),MATCHED,1.0,verified_place_id,,Matched to DB row 190
Llama Cafe,Llama Cafe,66 Hudson blvd East,ChIJw_SkbbNZwokRZewVFMxQOT8,NYC,,Invalid: Partial address match (0.80),MATCHED,0.95,claude_verified,,Matched to DB row 121
Spygold Husdon Yards,Spygold,451 10th Ave,ChIJcZp1Y2tZwokRWM2nLr5rz_4,NYC,,Invalid: Address match (0.89),MATCHED,1.0,verified_place_id,,Matched to DB row 624
Millers All Day James Island,Millers All Day - James Island,120 King Street,ChIJEWlFjFd5_ogREoukLXlaF2I,CHS,,Invalid: Name match (0.97),MATCHED,1.0,verified_place_id,,Matched to DB row 451
Post House Mt. Pleasant,Post House,101 Pitt St,ChIJy5sQLuJw_ogRnxFgqpnQ1SY,CHS,,Valid: Post House (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 540
Frances The Castro,Frances,3870 17th St,ChIJky2knBt-j4ARXAdR3-GAWM8,SF,,Invalid: Address match (0.86),MATCHED,1.0,verified_place_id,,Matched to DB row 241
The Blue Light Pacific Heights,The Blue Light,1979 Union Street,ChIJvVG_OtuAhYARhrfEv3QiQLA,SF,,Valid: The Blue Light (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 692
Toy Soldier Financial,Toy Soldier,52 Belden Place,ChIJtT_kKIqAhYAR8kotss7-lA8,SF,,Valid: Toy Soldier (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 759
Isshiki East Village,isshiki matcha,,ChIJsVe2QABZwokR4ewjadozGNE,NYC,,Invalid: Partial name match (0.65),MATCHED,1.0,verified_place_id,,Matched to DB row 305
Isabelle's Osteria Gramercy,Isabels Family Restaurant,245 Park Ave S,ChIJV9twMKRZwokRkXW1n1miJeQ,NYC,,Valid: Isabelle's Osteria (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 304
Smith & Mills Rockefeller Center,Smith & Mills,71 N Moore St,ChIJe-B7YGlZwokRF1qMLUO16Yw,NYC,,Corrected: Smith & Mills (conf: 0.67),MATCHED,1.0,verified_place_id,,Matched to DB row 606
Naro Rockefeller Center,NARO,1 Rockefeller Plaza,ChIJp7Ql8AZZwokRecf5nJr8RJU,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 480
Jupiter Rockefeller Center,Jupiter,620 5th Avenue,ChIJyflTcS1ZwokRBWTy8tCgaDM,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 319
5 Acres Rockefeller Center,5 Acres,,ChIJj0EtEZRZwokRYi9Wk-lvJUU,NYC,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 1
Bodega Downtown,Bodega - Mt. Pleasant,23 Ann Street,ChIJV_qOlyJ7_ogRZUQr84eFa28,CHS,,Invalid: Address match (0.82),MATCHED,1.0,verified_place_id,,Matched to DB row 96
Bodega (Pay),Bodega - Downtown,23 Ann Street,ChIJV_qOlyJ7_ogRZUQr84eFa28,CHS,,Valid: Bodega CHS (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 98
Parcelle Greenwich Village,Parcelle Wine West Village,135 Division Street,ChIJFXVNUJxZwokRDhvP51t1PFQ,NYC,,Invalid: Name match (1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 514
The Garret West,The Garret West,296 Bleecker St,ChIJkdFGdJNZwokRY_FA1UjcHGI,NYC,,Valid: The Garret (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 705
Dashi Park Circle,Dashi,1262 Remount Rd,ChIJLQTTP69l_ogRPQLNc7SiSas,CHS,,Invalid: Address match (0.94),MATCHED,1.0,verified_place_id,,Matched to DB row 174
Herd Provisions East Central,Herd Provisions,106 Grove Street,ChIJ93o7oNB7_ogRKt36Os-r-C8,CHS,,Valid: Herd Provisions (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 283
Owlbear Cafe Mt. Pleasant,Owlbear Cafe,1964 Riviera Dr J,ChIJnVMSUxVz_ogRGHD5la1rr8k,CHS,,Invalid: Address match (0.92),MATCHED,1.0,verified_place_id,,Matched to DB row 502
Callie's Hot Little Biscuit Meeting Street,Callie's Hot Little Biscuit (King St),188 Meeting St,ChIJdz9mtA16_ogRnHxmONzNzn4,CHS,,Valid: Callie's Hot Little Biscuit (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 127
Estadio Cannonborough,Estadio,,ChIJHRCMPIt7_ogRK9T7mG56Vs4,CHS,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 212
Lowland French Quarter,Lowland,,ChIJTTcM5Zx7_ogRlEKsvPVFWHM,CHS,,Invalid: Low confidence match,MATCHED,1.0,verified_place_id,,Matched to DB row 408
Sami & Susu Lower East Side,Sami & Susu,190 Orchard Street,ChIJRbqLkqFZwokR3E6d0zDKAko,NYC,,Invalid: Address match (0.88),MATCHED,1.0,verified_place_id,,Matched to DB row 586
Ivan Ramen Lower East Side,Ivan Ramen,25 Clinton Street,ChIJreEXi4FZwokR_ygs7wh2fTk,NYC,,Invalid: Address match (0.87),MATCHED,1.0,verified_place_id,,Matched to DB row 307
Ristobar Marina,Ristobar,2300 Chestnut St.,ChIJZSPQINSAhYAR_o9rtGR7u0I,SF,,Valid: Ristobar (conf: 0.80),NO_MATCH,0.0,,,No candidates passed pre-filtering
Layla Williamsburg,Layla,352 Bedford Avenue,ChIJ57ZDGMxbwokRVox0BjRGB_U,NYC,,Invalid: Address match (0.91),MATCHED,1.0,verified_place_id,,Matched to DB row 359
Besharam Potrero Hill,Beshraham,1275 Minnesota St,ChIJpVAZ4wx_j4AR4j8Q0COpGHc,SF,,Invalid: Address match (0.89),MATCHED,0.95,claude_verified,,Matched to DB row 75
Kellogg's Diner Williamsburg,Kellogg's Diner CLOSED,518 Metropolitan Ave,ChIJIccpGllZwokRx0BsEyyeQg4,NYC,,Invalid: Address match (0.93),NO_MATCH,0.0,,,No confident match found
Gjelina NY Gjelina NY,Gjelina NY,45 Bond St,ChIJv9s0scFZwokRYuWpWB7CLbw,NYC,,Invalid: Address match (0.83),MATCHED,1.0,verified_place_id,,Matched to DB row 255
Lost Isle,Lost Isle,"3338 Maybank Hwy, Johns Island, SC 29455",ChIJlb-kF-9__ogRcmNJB2ScqhI,CHS,,Valid: Lost Isle (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 406
Lowlife,Lowlife Bar,"106 E Hudson Ave, Folly Beach, SC 29439",ChIJEVkJrRrX_YgRJZhpb4ZGxKw,CHS,,Valid: Lowlife Bar (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 409
Hoexters Upper East Side,Hoexter’s,174 East 82nd Street,ChIJJWByn_BZwokR9IC-3PtPPuk,NYC,,Invalid: Partial address match (0.79),MATCHED,1.0,verified_place_id,,Matched to DB row 284
Ketchy Shuby Soho,Ketchy Shuby,406 Broome St,ChIJR4xJInZZwokRMp1wYc4fcag,NYC,,Valid: Ketchy Shuby (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 326
The Roll Pacific Heights,The Roll,,ChIJrxUh1ndZwokRYpfYMnJNe5Y,SF,,Invalid: Low confidence match,MATCHED,0.95,claude_verified,,Matched to DB row 732
Porchetta Shop Cannonborough,Da Toscano Porchetta Shop,109 President Street,ChIJCUQxfgl7_ogR1xze9C_XM4Q,CHS,,Valid: Porchetta Shop (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 537
Popi's Oysterette Marina,Popi's Oysterette.,2095 Chestnut St.,ChIJq1hymyiBhYARRMRbKOZD6F4,SF,,Valid: Popi's Oysterette (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 536
Graft Wine Bar Uptown Charleston,Graft Wine Shop,700 King St,ChIJz2rDuFx6_ogRk5EZR618YmI,CHS,,Valid: Graft Wine Shop & Wine Bar (conf: 0.80),MATCHED,0.95,claude_verified,,Matched to DB row 263
Chouquet's,Chouquet's,"2500 Washington Streer, SF, CA 94115",ChIJOyho5cWAhYARuJobf2VcbM0,SF,,Valid: Chouquet's (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 152
Rocco's Sports & Recreation,Rocco's Sports & Recreation,1 West 3rd Street,ChIJ2fLg9KdZwokR0cET1EjEuwk,NYC,,Valid: Rocco's Sports & Rec (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 563
Bandits Diner + Dive,Bandits Diner + Dive,44 Bedford St,ChIJO_Nbh4lZwokR1-EspAqsGLM,NYC,,Valid: Bandits Burger + Dive (conf: 0.80),NO_MATCH,0.0,,,No candidates passed pre-filtering
Sukh Fort Greene,Sukh,723 Fulton St,ChIJo8ltIwBbwokRnpjtIPOzZ2Q,NYC,,Invalid: Address match (0.87),MATCHED,1.0,verified_place_id,,Matched to DB row 635
Phat Thai Marina,Phat Thai,2380 Lombard Street,ChIJr6PUL3GBhYARzbSgNPNnsac,SF,,Valid: Phat Thai (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 525
Hags East Village,HAGS,163 1st Avenue,ChIJp0ha1dFZwokRK9WxgN9HVuY,NYC,,Invalid: Address match (0.88),MATCHED,1.0,verified_place_id,,Matched to DB row 270
Bus Stop Pacific Heights,Bus Stop,1901 Union Street,ChIJiyfOTtuAhYARdqz7WudgtMU,SF,,Invalid: Address match (0.87),MATCHED,1.0,verified_place_id,,Matched to DB row 114
Final Final Pacific Heights,Final Final,2990 Baker Street,ChIJTx2ix9SAhYARjNIgHLlm7rI,SF,,Invalid: Address match (0.87),MATCHED,1.0,verified_place_id,,Matched to DB row 228
Little Maven - Burger League,Little Maven,30 West 18th Street,ChIJW3LA-dxZwokR0WAavt1PXFE,NYC,,Invalid: Partial address match (0.77),NO_MATCH,0.0,,,No confident match found
Ma'am Saab Downtown Charleston,Ma'am Saab - Pakistani Restaurant,251 Meeting St,ChIJXRzKDxl7_ogR-ESom4Gc2xY,CHS,,Invalid: Address match (0.88),MATCHED,1.0,verified_place_id,,Matched to DB row 415
Malika Canteen Mt. Pleasant,Malika Canteen,1333 Theater Dr,ChIJe_xDGdlz_ogROqKNs3SQCTA,CHS,,Valid: Malika Canteen (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 426
Carlotto Union Square,Carlotto,100 East 19th Street,ChIJJ8hFlKFZwokRFmzhJg7Qofo,NYC,,Invalid: Partial address match (0.79),MATCHED,1.0,verified_place_id,,Matched to DB row 134
Ten Bells,Ten Bells,247 Broome St,ChIJPeCaOIdZwokRXr36ali2z_k,,,Valid: The Ten Bells (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to DB row 738
Commodore II LES,The Commodore,,ChIJfZlRiPZZwokRNti0HrCP_pw,NYC,,Invalid: Name match (0.86),MATCHED,1.0,verified_place_id,,Matched to DB row 161
Fossetta Fossetta,Fossetta,,ChIJ9RRDNShZwokRkVa5XZq-rxw,NYC,,Invalid: Partial name match (0.64),MATCHED,1.0,verified_place_id,,Matched to DB row 238
Roberta's Midtown,Roberta's Penn District,"One Penn Plaza, Plaza 33 East,",ChIJWV3KRQBZwokRZlT-Om1I_1E,NYC,,Valid: Roberta’s (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 560
R.Slice Midtown,R Slice Penn District,261 Moore Street,ChIJ65H5eABZwokRi1pVbvaiwxY,NYC,,Invalid: Partial name match (0.64),MATCHED,1.0,verified_place_id,,Matched to DB row 574
Troya Pacific Heights,Troya,2125 Fillmore Street,ChIJZUcfNsaAhYARZ4b7QZiwaRc,SF,,Invalid: Address match (0.89),MATCHED,1.0,verified_place_id,,Matched to DB row 762
Seven Hills Russian Hill,Seven Hills,1550 Hyde Street,ChIJc1RqC-yAhYARWmmWMJ-xkDs,SF,,Valid: Seven Hills (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to DB row 597
Collina Russian Hill,Collina,1550 Hyde St,ChIJVVWZC-yAhYARTO9lj9HYPlQ,SF,,Invalid: Address match (0.86),MATCHED,1.0,verified_place_id,,Matched to DB row 159
Two Hands Williamsburg Williamsburg,Two Hands Hospitality,251 Church Street,ChIJP1m519tZwokRf0B_IzX9f9s,NYC,,Invalid: Token overlap (0.67),MATCHED,1.0,high_similarity,,Matched to DB row 766
Butcher's Daughter Williamsburg,The Butcher's Daughter (Williamsburg),,ChIJ3UuR-ONZwokRrKPqaJPKbxw,NYC,,Invalid: Partial name match (0.68),MATCHED,1.0,verified_place_id,,Matched to DB row 117
Butcher's Daughter Williamsburg,The Butcher's Daughter,1205 Abbot Kinney Boulevard,ChIJ3UuR-ONZwokRrKPqaJPKbxw,NYC,,Invalid: Partial name match (0.68),NO_MATCH,0.0,,,No confident match found
Ariari East Village,ARIARI,119 1st Avenue,ChIJhUDJFUVZwokRkNERZsyOxWo,NYC,,Invalid: Address match (0.88),MATCHED,1.0,verified_place_id,,Matched to DB row 36
Colonia Verde Fort Greene,Colonia Verde,219 Dekalb Ave,ChIJrXze-rlbwokRl3G4x1txJgk,NYC,,Valid: Colonia Verde (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 160
Raf's - Burger League,Raf's,290 Elizabeth Street,ChIJJU-UWk1ZwokRklDKrZ_9EZE,NYC,,Invalid: Address match (0.89),NO_MATCH,0.0,,,No candidates passed pre-filtering
The Butcher's Daughter Wburg (Breakfast Club),The Butcher's Daughter,1205 Abbot Kinney Boulevard,ChIJ3UuR-ONZwokRrKPqaJPKbxw,NYC,,Invalid: Partial name match (0.68),NO_MATCH,0.0,,,No confident match found
The Butcher's Daughter Wburg (Breakfast Club),The Butcher's Daughter (Williamsburg),,ChIJ3UuR-ONZwokRrKPqaJPKbxw,NYC,,Invalid: Partial name match (0.68),NO_MATCH,0.0,,,No confident match found
Gus's Cobble Hill,Gus's Chop Hous,215 Union St,ChIJTb3cUH1bwokRqVj5vctMMXs,NYC,,Invalid: Address match (0.86),MATCHED,1.0,verified_place_id,,Matched to DB row 269
Butcher's Daughter Nolita,The Butcher's Daughter,1205 Abbot Kinney Boulevard,ChIJb03pTce6woAR3xX6dxF_KR4,NYC,,Corrected: The Butcher's Daughter (conf: 0.83),MATCHED,0.95,claude_verified,,Matched to DB row 115
Butcher's Daughter Nolita,The Butcher's Daughter (Nolita),,ChIJiYsEnohZwokR8oZK_TgmSjY,NYC,,Invalid: Partial name match (0.77),MATCHED,1.0,verified_place_id,,Matched to DB row 116
Elephant Sushi Russian Hill,Elephant Sushi (Russian Hill),1916 Hyde Street,ChIJIXme1uiAhYARonEfUDgz0A4,SF,,Valid: Elephant Sushi (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 199
Elephant Sushi Fillmore,Elephant Sushi (Hayes Valley),400 Grove St.,ChIJcVyMiSmBhYARK9hpjwu_JcQ,SF,,Valid: Elephant Sushi (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 198
Lula Mae Fort Greene,Lula Mae,472 Myrtle Avenue,ChIJi9R8lVJbwokRtKjPyX4YvnU,NYC,,Invalid: Address match (0.90),MATCHED,1.0,verified_place_id,,Matched to DB row 411
Inday All Day Williamsburg,Inday,658 Driggs Avenue,ChIJ-xUElXtZwokRpv0Gz1fJiuc,NYC,,Valid: INDAY All Day (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to DB row 298
