Deal Name,Company name,Address,google_places_id,"Macro Geo (NYC, SF, CHS, DC, LA, NASH, DEN)",Error?
Five Loaves Cafe - Mt. Pleasant,Glowfisch Hospitality,"1055 Johnnie Dodds Blvd, Suite 100 Mount Pleasant, SC 29464",ChIJT0AAmVZw_ogR4jRTh9lQg7o,CHS,
Five Loaves Cafe - Mt. Pleasant,Five Loaves Cafe - Mt. Pleasant,1055 Johnnie Dodds Blvd #100,ChIJT0AAmVZw_ogR4jRTh9lQg7o,CHS,
Tutti Pizza,Tutti Pizza,"700 King St suite a, Charleston, SC 29403",ChIJm2S3LFl7_ogR-dSlRIN67EU,CHS,
Miznon Chelsea Market,,435 W 15th St,ChIJ8VQWXL9ZwokRvzf2OM4TNP4,NYC,
HaSalon,,757 10th Avenue,ChIJ-YpwVCJZwokR79IyrPpwSVA,NYC,
Port Sa'id,,88 King Street,ChIJtc2oTDJZwokRQiktCdsm9VE,NYC,
Shmone,,61 W 8th St,ChIJBdMLKZBZwokRJ0tYbQ6nfZ4,NYC,
Shmone Wine Bar,,65 W 8th St,ChIJ5eQtHWZZwokRHoU7Tau8axs,NYC,
Malka UWS,,161 W 72nd St,ChIJCyq9Xr1ZwokRtYHX1gcbJF0,NYC,
Malka Dumbo,,56 Adams Street,ChIJ2QOSPEZbwokR5dMpgfr3PKU,NYC,
Pecking House - Chinatown,Pecking House - Chinatown,"83 Henry Street
New York, NY 10002",ChIJiUcz7kBbwokRJnrAWfLcqtk,NYC,
Harborview,Harborview Restaurant And Bar,"4 Embarcadero Center, San Francisco, CA 94111",ChIJZ1SMEQeBhYAR8Y0suKMr48o,SF,
Paper Son Coffee,Paper Son Coffee,"303 2nd St., N102, ",ChIJXVRIc9aBhYARDuJoNx2IVAg,SF,
Chelsea Living Room -New Deal,chelsealivingroomnyc.com,"243 W 14th St, New York, NY 10011",ChIJD0k97wBZwokRQIQ9ioXsZD8,NYC,
Passerine,Passerine,"36 E 20th St, New York, NY 10003",ChIJNz2NYnNZwokRmpUsT-iz-ZE,NYC,
Moby's,Moby's,"341 Pantigo Road East Hampton, NY 11937 ",ChIJ9V8t10i76IkRcj-Aoa-eBIg,NYC,
Temple Bar,Temple Bar,"332 Lafayette st NY, NY 10012",ChIJnSU3A0ZZwokR7idYNeIPu5o,nyc,
Momoya UWS,An | Japanese Restaurant,"427 Amsterdam Ave, New York, NY 10024",ChIJgTrKAYZYwokRrLF7JiGwdNM,NYC,
Mano a Mano,Mano a Mano,"2534 N Milwaukee Ave, Chicago, IL 60647",ChIJ_TpJQMnND4gR7BzXJXstAG8,CHI,
Decades,Decades,"690 Woodward Ave, Queens, NY 11385",ChIJy-XYyNtfwokRnFoJaxU7k0A,NYC,
Brooklyn Kolache,Brooklyn Kolache,"520 DeKalb Ave, Brooklyn, NY 11205",ChIJe1O4wpRbwokRu8RmeM2Xji4,NYC,
Brooklyn French Bakers Columbia Street,Brooklyn French Bakers - Columbia street,"273 Columbia St, Brooklyn, NY 11231",ChIJr5AmcG9bwokR4WQblfK0Nuw,NYC,
Earthly Delights,Earthly Delights,"5738 Myrtle Ave, Ridgewood, NY 11385",ChIJf6iSQwBdwokR_22MmWLKVQk,NYC,
The Ten Bells BK,The Ten Bells BK,"65 Irving Ave, Brooklyn, NY 11237",ChIJv5QvLQddwokR8sH0Q-NHt5Q,NYC,
Blind Tiger,Blind Tiger," 281 Bleecker St, New York, NY 10014",ChIJWW4LoZNZwokRFOD1017tTZc,NYC,
The Commons Chelsea,The Commons Chelsea,"128 7th Ave, New York, NY 10011",ChIJiXJVzLtZwokRbeoV2XxLOdg,NYC,
No. 7,No. 7 Restaurant,"627 Vanderbilt Ave, Brooklyn, NY 11238",ChIJFRTZSdNbwokRPv71NOk5GH8,NYC,
Idaho,Idaho,"349 E 13th St, New York, NY 10003",ChIJaeFdrtdZwokRMn3DrPKdAVc,NYC,
Lazy Sundaes (dumbo),Lazy Sundaes (Dumbo),"170 Front Street
Brooklyn, NY, 11201",ChIJkWdo8pxbwokRb0yfkKXQOrI,NYC,
Blackwood,Blackwood,"2150 Chestnut St, San Francisco, CA 94123",ChIJkfP43NaAhYARkQtRUGeNnlY,SF,
Lost Cat Bar & Bites,Lost Cat Bar & Bites,"587 Post St, San Francisco, CA 94102",ChIJZTcP2_uBhYARQZBWBWXHrkE,SF,
Maries,Marie's,"195 Wyckoff Ave, Brooklyn, NY 11237",ChIJf0_U-V1dwokRrdkZbn2BUew,NYC,
Edmund's Oast Brewing Co.,Edmund's Oast Brewing Co.,"1505 King St #115, Charleston, SC 29405",ChIJGU5FivB6_ogRzmmp7eKqMtQ,CHS,
Pizzette,Pizzaette,"191 Graham Ave, Brooklyn, NY 11206",ChIJk9gLf75bwokRI2fQO4j603s,NYC,
The Sentinel,The Sentinel,"25 Maiden Ln, San Francisco, CA 94108",ChIJcTnoH4iAhYARFWB-p5hD9ek,SF,
Blinky's,Blinky's,"609 Grand St, Brooklyn, NY 11211
",ChIJtxAEdHpZwokRh5_jOETnK8Q,NYC,
Komaaj,,,,SF,
Brooklyn French Bakers - Park Slope,Brooklyn French Bakers - Park Slope,"510 2nd St, Brooklyn, NY 11215",ChIJ6c4obKdbwokRQ85KP3H8zVQ,NYC,
Rosalind Bakery,Rosalind Bakery Cafe at Embarcadero Four,"2 Embarcadero Ctr, San Francisco, CA 94111",ChIJz3XEOo2BhYARl5bha2ABNmM,SF,
Little Honey - New Deal,Little Honey,"487 7th AVENUE BROOKLYN, NY 11215",,NYC,
Carissa's the Bakery - Amagansett,Carissa's the Bakery,n/a,ChIJEdyFBDK76IkRbHAIKMcZYls,LI,
Mercantile Dining & Provision,Mercantile Dining & Provision,"1809 Blake Street, Ste. 200 Denver, CO 80202",ChIJJ3w-CsN4bIcRnjIYAv0i6MU,DEN,
Kachina Cantina,Kachina Cantina,"1809 Blake Street, Ste. 200 Denver, CO 80202",ChIJjxvS2tx4bIcRM0ybOLJpbKE,DEN,
Almond Bridgehampton,Almond,"1 Ocean Rd, Bridgehampton, NY 11932",ChIJX4bnq9i96IkRMhnW2mI-AIQ,Li,
The Original,The Original,"1809 Blake Street, Ste. 200 Denver, CO 80202",ChIJEeom_vp5bIcRnUF3x5pHw5s,DEN,
Bistro Ete,Bistro Ete,"760 Montauk Hwy, Water Mill, NY 11976",ChIJBb_d_piV6IkRzFwzWqvbZcI,NYC,
Indigo,Indigo,"3321 Steiner St., SF, CA 94123",ChIJR3GOKeuBhYARZLjs9-fsh_Q,SF,
Woodie Fisher Kitchen & Bar,Woodie Fisher Kitchen & Bar,"1809 Blake Street, Ste. 200 Denver, CO 80202",ChIJ97BI5sV5bIcRbxRz-Unx0fU,DEN,
Unregular Pizza Union Square,Unregular Pizza Union Square,"135 4th Ave, New York, NY 10003",ChIJY5XrfwVZwokRw3jqTvqqtSA,NYC,
The Corner Office Restaurant & Martini Bar,The Corner Office Restaurant & Martini Bar,"1809 Blake Street, Ste. 200 Denver, CO 80202",ChIJ59c0J9B4bIcRP7IDgFozjiw,DEN,
Urban Farmer Denver,Urban Farmer Denver,"1809 Blake Street, Ste. 200 Denver, CO 80202",ChIJpZERZMN4bIcRBzONa01GT7E,DEN,
Ambler,Ambler,"1809 Blake Street, Ste. 200 Denver, CO 80202",ChIJfQpFkDx5bIcRGnDZ-s_yQnE,DEN,
Call Me Pearl,Call Me Pearl,"1809 Blake Street, Ste. 200 Denver, CO 80202",ChIJnRgAtIF5bIcRGydGN3SuxAs,DEN,
Cruise Room,Cruise Room,"1809 Blake Street, Ste. 200 Denver, CO 80202",ChIJ6QdWCZh5bIcRzjkjBPT0rEI,DEN,
Toro Latin Kitchen & Lounge,Toro Latin Kitchen & Lounge,"1809 Blake Street, Ste. 200 Denver, CO 80202",ChIJxT4AIcp_bIcRL_rWb-gwyoY,DEN,
Catbird Kitchen,Catbird Kitchen,"1809 Blake Street, Ste. 200 Denver, CO 80202",ChIJ44EQpRN5bIcR1nMkfhBXD4s,DEN,
Poka Lola Social Club,Poka Lola Social Club,"1809 Blake Street, Ste. 200 Denver, CO 80202",ChIJ8c0qxtx4bIcRsrKdtC8dYsk,DEN,
Hart Bar,Hart Bar," 538 Hart St #1, Brooklyn, NY 11221",ChIJl66pMw9cwokRVevR2MmIqBg,NYC,
Spike's Coffee & Teas,Spike's Coffee & Teas,4117 19th st,ChIJIwGPyxp-j4ARaAv8glHW8q4,SF,
Iron Horse,The Sentinel,"25 Maiden Ln, San Francisco, CA 94108",ChIJk-_jVoiAhYARUMRNR_Aq_wU,SF,
House of Shields,The Sentinel,"25 Maiden Ln, San Francisco, CA 94108",ChIJP6l_oGKAhYARafMdGyI-75Q,SF,
Ocean Beach Cafe - SF Breakfast Club,Ocean Beach Cafe,"734 La Playa St, San Francisco, CA 94121",ChIJg4qwGKeHhYARo41FFI_aOss,SF,
Bar 56,bar 56,"53 Water Street, Brooklyn, NY 11201",ChIJ5SzimXpbwokRR2U_8IFONFw,NYC,
Nick and Toni's,Nick and Toni's,n/a,ChIJR2qJI-S66IkRDsNCmihMqXU,Li,
Doubles Amagansett- New Deal,Doubles,"12 Amagansett Square, Amagansett, NY 11930",ChIJqzMtFVex6IkRInzRqRHL-Rc,LI,
Doubles Sag Harbor,Doubles,"12 Amagansett Square, Amagansett, NY 11930",ChIJxU5E7NG96IkR9V2_Tz5I2Bc,LI,
Carta Wine Bar,Carta Wine Bar," 35 Bedford St, New York, NY 10014",ChIJKzDkIQBZwokR1_OvS4ohkRg,NYC,
Hortus,Hortus NYC,"271 5th Ave, New York, NY 10016",ChIJyX-WBOZZwokRROjVTDdgeZE,NYC,
Fresno,Fresno,TBD - Ryan to fill when back from OOO,ChIJg9IYPAS76IkRfQXsnMdOWJA,LI,
Bon Banh Mi - S. Mt. Pleasant,Bon Banh Mi - S. Mt. Pleasant,"1440 Ben Sawyer Blvd, MT.P, SC 29464",ChIJcUCmAw1x_ogR_yzBMrmpL6o,CHS,
Bon Banh Mi - S. Mt. Pleasant,Bon Banh Mi,"1440 Ben Sawyer Blvd, MT.P, SC 29464",ChIJcUCmAw1x_ogR_yzBMrmpL6o,CHS,
Stretch Pizza,Stretch Pizza - Park Ave,"331 Park Ave S, New York, NY 10010",ChIJETw36R9ZwokRmPYazyfvpZ4,NYC,
Clam Bar,Clam Bar,"2025 Montauk Hwy, Amagansett, NY 11930",ChIJa9Ma4Nit6IkRZL9USMZ5EU0,LI,
Dive Bar Pizza,Dive Bar Pizza,466 West Lake Drive,ChIJu0_07FZV74kRhDxteFg83aU,NYC,
Rowdy Hall,Rowdy Hall,"177 Main St, Amagansett, NY 11930",ChIJq-pQXvy66IkR4_sosmglna4,LI,
La Fondita,La Fondita,"74 Montauk Highway, Amagansett, NY 11930",ChIJRem_lc-t6IkRFAsygSqVhu4,LI,
Townline BBQ,Townline BBQ,"3593 Montauk Hwy, Sagaponack, NY 11962",ChIJ7RE7YDq86IkRDGtyIsrUaXU,LI,
Cohche Comedor,Cohche Comedor,"74A Montauk Hwy, Amagansett, NY 11930",ChIJe_iMsOm76IkREotBMvZu2A4,LI,
Charles Pan Fried Chicken (UWS),Charles Pan Fried Chicken (UWS),"146 W 72nd St. New York, NY 10023",ChIJ7_ptNH72wokRWJ29NvzJSd0,NYC,
Jane on Fillmore,Jane on Larkin,2123 Fillmore st,ChIJ7ctrNsaAhYARdwAVqJAAjlQ,SF,
Jane on Larkin - Breakfast Club,,"925 Larkin St, San Francisco, CA 94115",,SF,
Jane the Bakery,Sweet Jane LLC - Parent,"1881 Geary Blvd, San Francisco, CA 94115",,SF,
El Porteno,El Porteno,"1 Ferry Building, #18, SF, CA 94111",ChIJuQFUy02Aj4ARoaOaNCQq7Oc,SF,
"El Porteno (2nd, SF)",El Porteno,"700 2nd St., SF, CA 94107",ChIJpUD6A19_j4ARhWZQu-RmZIE,SF,
La Newyorkina (Red Hook),La Newyorkina (HighLine),"30th Street (on the High Line) New York, NY 11001",ChIJJ4dQEWBawokRKThH6VuPK8Q,NYC,
La Newyorkina (Red Hook),La Newyorkina (Red Hook),"61 Commerce St,
Brooklyn, NY 11231",ChIJJ4dQEWBawokRKThH6VuPK8Q,NYC,
La Newyorkina (HighLine),La Newyorkina (HighLine),"30th Street (on the High Line) New York, NY 11001",ChIJJ4dQEWBawokRKThH6VuPK8Q,NYC,
Mijo (High Line),Mijo (High Line),"30th Street (on the High Line), New York, NY 11001",ChIJW_9iLLdZwokR5m1CIKqPNcs,NYC,
Jacob's Pickles,Jacob's Pickles,"100 N Water St SL0300, Norwalk, CT 06854",ChIJu7LF_5Qf6IkRmZDNoVEEGMU,uws/ues,
Paper Son Coffee (3rd St),Paper Son Coffee (3rd St.),"2343 3rd St UNIT 100, San Francisco, CA 94107",ChIJR0WsBfx_j4AR1GwHWkeqeZ4,SF,
Tasca,Tasca,"505 Columbus Ave, New York, NY 10024",ChIJg-QDdKFZwokRumpX4_PxJuU,NYC,
Friend of a Farmer (UWS),Friend of A Farmer,"77 Irving Pl Ground Floor, New York, NY 10003",ChIJeQcpsdFZwokRLvcPlPKdYuc,uws/ues,
Rintaro,Rintaro," 82 14th St, San Francisco, CA 94103",ChIJgcIdeSZ-j4AR1BE-49mhR-E,SF,
Katsubo Ramen,Katsubo Ramen,"4628 Spruill Ave Suite 101, North Charleston, SC 29405",ChIJMTWHOFRl_ogRfc9Npjg4vOc,CHS,
Sound Booth,,"88 King Street New York, NY 10014",,NYC,
Meeting House,Meeting House,"4 Amagansett Square, Amagansett, NY 11930",ChIJrZkgVae66IkR2HGHO22tVys,LI,
Carissa's the Bakery - Bay Street Sag Harbor,Carissa's the Bakery,n/a,ChIJMQ84NJ296IkRs9bjYEIYZK0,LI,
Carissa's the Bakery - Newtown East Hampton,Carissa's the Bakery,n/a,ChIJU7y0tKO66IkRgwM_iWVfvTA,LI,
Bernie's - SF Breakfast Club,Bernie's," 3966 24th St, San Francisco, CA 94114",ChIJ37ticRN-j4ARnoZeLusW0bI,SF,
Little Grenjai - New Deal,Little Grenjai," 477 Gates Ave, Brooklyn, NY 11216",,NYC,
Little Grenjai - New Deal,Little Grenjai," 477 Gates Ave, Brooklyn, NY 11216",,NYC,
Aftermath,Aftermath,"16-80 Madison St, Ridgewood, NY 11385",ChIJWUxCcGFdwokRB1mscVCGvyo,NYC,
Barn Joo (UNION SQUARE),Barn Joo,"UNION SQUARE 35 Union Square W, New York, NY 10003",ChIJQ7XpyqNZwokRQpVfvGEViWM,NYC,
L&W Market,L&W Market,n/a,ChIJDehzRvm96IkRvAxxNbTFqRs,LI,
Ilis,Ilis,"150 Green St, Brooklyn, NY 11222",ChIJHZyajD1ZwokREWLihHYSryQ,NYC,
Lazy Sundaes (LES),Lazy Sundaes (LES),"23 Clinton Street
New York, NY, 10002",ChIJva8gSeVZwokR3TrD7QRjZAE,NYC,
Lazy Sundaes (LES),Lazy Sundae (Greenwich Village),"11 Waverly Place
New York, NY, 10003",ChIJva8gSeVZwokR3TrD7QRjZAE,NYC,
Lazy Sundae (Greenwich Village),Lazy Sundae (Greenwich Village),"11 Waverly Place
New York, NY, 10003",ChIJ7w2fUTdZwokR9-nAUi9iQVE,NYC,
Umbra,Umbra,"785 Hart St, Brooklyn, NY 11237",ChIJR_kku1tdwokROHIILkAiqwk,NYC,
Charles Pan Fried Chicken (Harlem Flagship),Charles Pan Fried Chicken (Harlem Flagship),"340 W 145th St. 
New York, NY 10039",ChIJJ4MKaqP3wokRO-Z7EJaXyOk,NYC,
Mitsuru,Mitsuru,"149 W 4th St, New York, NY 10012",ChIJ53izUQBZwokRJTNgBT_Et_o,NYC,
Mitsuru,Parcelle Wine Bar Group,135 Division Street,ChIJ53izUQBZwokRJTNgBT_Et_o,NYC,
Sunns,Sunns,"139 Division St, New York, NY 10002",ChIJJbrdCQBbwokR0msB9eFOzEE,NYC,
Sunns,Parcelle Wine Bar Group,135 Division Street,ChIJJbrdCQBbwokR0msB9eFOzEE,NYC,
Amélie,Amelie,"566 Amsterdam Ave, New York, NY 10024",ChIJBV27hoNYwokR20JihLuQdUs,"NYC, DC, SF",
"886 (886, WenWen)",886,"26 St Marks Pl, New York, NY 10003",ChIJKbjLf5xZwokRYa6BYJg0Xns,NYC,
"California Kahve (Lincoln, Presidio) - New Deal",,"210 Lincoln Blvd., SF, CA 94129",,SF,
"California Kahve (GG Park, Kezar)",California Kahve,"The Carousel, Kezar Dr., SF, CA 94118",ChIJc7anRY6HhYARLwBiTgNYc48,SF,
California Kahve (JFK Promenade),California Kahve,"JFK Promenade, GG Park, SF, CA 94118",ChIJMQznWQCHhYARYJ1o3D-rn04,SF,
Charles Pan Fried Chicken (Harlem West Side),Charles Pan Fried Chicken (Harlem West Side),"439 W 125th St. New York, NY 10027",ChIJgZ9BHmX3wokRbTO_1t6253k,NYC,
WenWen,Wenwen+,"1025 Manhattan Ave, Brooklyn, NY 11222",ChIJmcr2IF9ZwokRr-u_-UTxju4,NYC,
Rosalind Bakery Cafe,,"450 Manor Plaza, Pacifica, CA 94044",,SF,
Saison Cellar & Wine Bar,Saison Cellar & Wine,"234 Townsend St., SF, CA. 94107",ChIJRRzWRNZ_j4ARc86WTVLCrYk,SF,
Penelope's Coffee & Tea (SM),Penelope's Coffee & Tea (SM),"1326 W. Hillsdale, Blvd., San Mateo, CA 94403
",ChIJrR5MCMyej4AR7p9_0Zsv4RQ,SF,
Steuben’s (DEN),Steuben’s,523 E 17th Ave.,ChIJI8vB8Ct5bIcR40G-TvheRxE,DEN,
Trellis - SF Breakfast Club,Trellis,"981 Mission St, San Francisco, CA 94103",ChIJY0EnjzaBhYARVDEBQc2PdKM,SF,
Cafe Ornithology,Cafe Ornithology," 1037 Broadway, Brooklyn, NY 11221",ChIJJUQ7iB9dwokRbAA0O_h71C4,NYC,
Maison Pickle,Maison Pickle,"2315 Broadway, New York, NY 10024",ChIJrapahYZYwokRdCivYmoCbJ8,uws/ues,
Tiki Chick,Tiki Chick,"517 Amsterdam Ave, New York, NY 10024",ChIJh3HkKvdZwokR-8i3PwLN_mI,NYC,
PENELOPE'S COFFEE & TEA - (SF) New Deal,PENELOPE'S COFFEE & TEA," 121 Spear St., Suite B12, 94105",ChIJq7Ci1KWBhYARqSh4Y-NX06Q,SF,
Penelope's Coffee & Tea (FC),Penelope's Coffee & Tea,"Foster City, CA",ChIJrR5MCMyej4AR7p9_0Zsv4RQ,SF,
Bernie's - New Deal,," 3966 24th St, San Francisco, CA 94114",,SF,
Thief Cafe,Thief NYC,"595 Union Ave, Brooklyn, NY 11211",ChIJQwVjADNZwokRaaCi0RuPzWE,NTC,
Ace Eat Serve  (DEN),Ace Eat Serve,501 E 17th Ave,ChIJu-mW5St5bIcRmFpCS-fM6MA,DEN,
Paulie Gee's,Paulie Gee's ,"60 Greenpoint Ave, Brooklyn, NY 11222",ChIJuc8AM0BZwokRtpm2S66ltsE,NYC,
Shinji's,Shinji's,"37 w 20th st NY, NY 10011",ChIJiy6z0-NZwokR7WHqoTS8wSE,NYC,
Lunch (Lobster Roll Restaurant) - Southampton,Lunch (Lobster Roll Restaurant),"1980 Montauk Highway
Amagansett, NY 11930",ChIJLTP91qaT6IkRKNx65swc0ks,LI,
Leon 1909,Leon 1909,,ChIJsZ0F8SiZ6IkRvpR9ZU0YGe4,LI,
Bird on the Roof,Bird on the Roof,n/a,ChIJG3YZb5RT74kRsMwlDBs6FjQ,LI,
Springs Tavern and Grill,Springs Tavern and Grill,"15 Fort Pond Blvd, East Hampton, NY 11937",ChIJRykSDwql6IkRMFvSRd_h91U,LI,
Mother's Ruin NYC,Mother's Ruin NYC,18 Spring St,ChIJY-JJoYhZwokRF8FY6XrJo34,NYC,
Subject: A Cocktail Bar,Subject: A Cocktail Bar,"188 Suffolk St, New York, NY 10002",ChIJ98DPPIJZwokRLqsdDDnOPs8,NYC,
Shuko,Shuko,"47 E 12th St, New York, NY 10003",ChIJe8WrB5lZwokREBs3DZYJyKc,NYC,
BLT Prime (NYC),BLT Prime,"1032 Lexington Ave, New York, NY 10021",ChIJkWzZwb9ZwokRY7IXGGtsH0s,NYC,
EJ's Luncheonette,EJ Lunchonette,"1271 3rd Ave, New York, NY 10021",ChIJm8GloepYwokRKQQXHlt9X9w,uws/ues,
The Drunken Munkey,The Drunken Munkey,"338 E 92nd St, New York, NY",ChIJi8Yi9a9YwokRco5vySESCUk,NYC,
L'avion Café,L'avion Café,338 E 92nd St,ChIJU0Us8KdZwokR-MV727eIY9I,NYC,
L'avion Café,l'Avion/Drunken Munkey Parent,338 E 92nd St,ChIJU0Us8KdZwokR-MV727eIY9I,NYC,
Champagne Tiger,,"601 E Colfax Ave, Denver, CO 80203",,DEN,
Lunch (Lobster Roll Restaurant) - Amagansett,Lunch (Lobster Roll Restaurant),"1980 Montauk Highway
Amagansett, NY 11930",ChIJQUcL2Tau6IkR6i135p0tVNo,LI,
Friend of a Farmer (Gramercy),Friend of A Farmer,"77 Irving Pl Ground Floor, New York, NY 10003",ChIJb85ryKFZwokRaCJqC07E0G0,uws/ues,
Montauk Project,Montauk Project,389 Broome St ,ChIJg6RN-ohZwokR46kzRvoI9zU,NYC,
Tha Phraya,Tha Phraya,"1553 2nd Ave, New York, NY 10028
",ChIJXbVh8gRZwokR-uEVlFisxFE,uws/ues,
Sea Wolf,Sea Wolf,"19 Wyckoff Ave, Brooklyn, NY 11237
",ChIJO_MlXh1cwokR1YDm45sn_Wo,nyc,
Hungry Llama Cafe,Hungry Llama Cafe,"679 Washington St, New York, NY 10014",ChIJFXK3-LdZwokR41IAIP81AvM,NYC,
Nick's Pizza,Nick's Pizza,"1814 2nd Ave, New York, NY 10128",ChIJPwPWh6VYwokRb4sccEaBC2w,uws/ues,
QUATORZE,quatorze,"1578 1st Ave, New York, NY 10028",ChIJ8XDAKr9YwokRHkja-tYpvOY,uws/ues,
The Green Room,The Green Room,"90 Main St, Sag Harbor, NY 11963",ChIJpWi5G_S96IkRVVn_x_Wkcpg,LI,
Sagaponack General Store,Sagaponack General Store,"542 Sagg Main St, Sagaponack, NY 11962",ChIJzUXvnZe_6IkRg1Csa43tgfI,LI,
Momofuku (Noodle Bar) - East Village,,171 1st Avenue,,NYC,
Sen,Sen,,ChIJ5dQtsxBZwokRbBdZUxaHzFE,LI,
Essential,Essential by Christophe,103 w 77th,ChIJw6JyhoxZwokR3mKl4FLg5rM,NYC,
KUMISO,KUMISO,,ChIJZTgx5tC76IkRbKqJVoURbJU,LI,
K Pasa,K Pasa,,ChIJoR5uY_y96IkRT0l4yM0uuaw,LI,
Smokey Buns,Smokey Buns,,ChIJO0j96AS76IkRow_V0euMNzs,LI,
Pil Pil,Pil Pil,"265 E 78th St, New York, NY 10075",ChIJh-ZRBb9YwokRSMkUC8lETk4,uws/ues,
Iggy's Place,Iggy's Place," 3519 Balboa St, San Francisco, CA 94121",ChIJ62Ob5guHhYARfQu8fH-BugE,SF,
Dive Bar Pizza Slice Counter,Dive Bar Pizza,466 West Lake Drive,ChIJjY4hF5JZwokRxhLZRbBeU7c,NYC,
Carne,Carne,"2601 Larimer St, Denver, CO 80205",ChIJ8Vb5wQp5bIcRRcMRMAEzqbI,DEN,
Sushi of Gari UWS,Sushi of Gari UWS,"370 Columbus Ave, New York, NY 10024",ChIJRf0k0Y5YwokR7hh2IBTl3LY,uws/ues,
Fish N Beer,Fish N Beer,"3510 Larimer St, Denver, CO 80205",ChIJf4b8dxp5bIcRSiXR0HEQ7xU,DEN,
Pappardella,Pappardella,"316 COLUMBUS AVENUE, NEW YORK, New York 10023",ChIJN2DMVolYwokRZ3RY3IbatuA,NYC,
Pizzeria Alberico,,"1730 Pearl St, Boulder, CO 80302",,Den,
Sunday Vinyl,,"1803 16th St Mall, Denver, CO 80202",,Den,
Frasca Food and Wine,,"1738 Boulder Street, Boulder CO 80302",,DEN,
Tavernetta,,"1889 16th St Mall, Denver, CO 80202",ChIJ5fIM0MN4bIcRb-fymS7_krs,Den,
Osteria Alberico,,"3455 S University Blvd, Englewood, CO 80113",,Den,
Sabai Thai,Sabai Thai,"432 PARK AVE NEW YORK, New York 10022 New York County",ChIJ83Nr8qdZwokRlQ9NQpIpcw4,NYC,
Sushi of Gari 46,Sushi of Gari 46,"347 W 46th St, New York, NY 10036",ChIJxbq5_FNYwokRwWVy7B9Kwrc,uws/ues,
Sushi of Gari (UES),Sushi of Gari (UES),"402 E 78th St, New York, NY 10075",ChIJs9JDurhYwokRSjnRF8h3US8,ues/uws,
Amen Street Fish & Raw Bar,Amen Street Fish & Raw Bar,"205 E Bay St, Charleston, SC 29401",ChIJZ21LMAx6_ogRO1cje2Ji56c,CHS,
Little Line Kitchen & Provisions,Little Line Kitchen & Provisions,"176 Line St, Charleston, SC 29403",ChIJZ2iqqt17_ogRLP5T9taXWxU,CHS,
Wild Taco  (Berkeley-DEN) - New Deal,Wild Taco,"4499 W 38th Ave., Denver, CO 80212",ChIJDXN_xtGHa4cRO1YlWuG53qY,DEN,
Yingtao,Yingtao,"805 9th Ave, New York, NY 10019",ChIJkYkkoh1ZwokRE01ymVZhhpg,NYC,
The Lost Draft,The Lost Draft,"398 Broome St, New York, NY 10013",ChIJHcFFXH9ZwokR_QKedPacLiQ,NYC,
Maison May,Maison May,"246 DeKalb Ave, Brooklyn, NY 11205",ChIJ544uiblbwokR96qXy6668_I,NYC,
Place des Fêtes,Place des Fêtes,"212 Greene Ave, Brooklyn, NY 11238",ChIJtx7ymGVbwokRzDZBJ8NVJz0,NYC,
Deux Luxe,Deux Luxe,"384 Broome St, New York, NY 10012",ChIJHfEjK2NZwokRf4WuY_AYrdw,NYC,
Heavy Woods,Heavy Woods," 50 Wyckoff Ave, Brooklyn, NY 11237",ChIJpwu_dB1cwokRB_7Vq9WZDh0,NYC,
Mecha Noodle Bar  (Denver),Mecha Noodle Bar," 2801 Walnut St, Denver, CO 80205",ChIJeb6mea15bIcRznDZJqRTKJM,DEN,
Work & Class,Work & Class,"2500 Larimer St., Denver, CO 80205",ChIJS7FA8d94bIcR0Yx7VLagdMo,DEN,
Sandro's,Sandro's,"322 East 86th St, New York, NY 10028
",ChIJj9dKtb5YwokRHtC1_HyFZG0,UWS/UES,
Friedmans Chelsea - New Deal,Friedmans Chelsea,"75 9th Ave, NY NY 10011",,NYC,
Cafe Mado,Cafe Mado,"791 Washington Ave, Brooklyn, NY 11238",ChIJrwTqaQBbwokRaK-iQfAWdG4,NYC,
Upstate Stock Cafe,Upstate Stock Cafe,,ChIJuc3ZQENZwokRZcX6QOJdqVA,NYC,
E&O Kitchen and Bar,E&O Kitchen and Bar,"314 Sutter St, San Francisco, CA 94108",ChIJGXWXQYmAhYAR-Nr_OyKvI2o,SF,
QUICK ETERNITY,QUICK ETERNITY NYC,"22 Peck Slip, New York, NY 10038",ChIJm6bGIFZbwokRFj_nvTLlvZc,nyc,
Monte's At the Manor Cafe,Monte's At the Manor,"236 Edgemere St Montauk, NY 11954",ChIJm8KDZEpV74kRl1hPl-aWoNc,LI,
Tacos Tequila Whiskey,Tacos Tequila Whiskey,"3300 W 32nd Ave.,",ChIJG5tJJZ14bIcRACrcxGNDuJg,DEN,
Lilia,Lilia,"567 Union Ave, Brooklyn, NY 11211",ChIJJXCD6ltZwokRJ_cwjKQH63c,NYC,
Misi,Misi,"329 Kent Ave, Brooklyn, NY 11249",ChIJw7SsU_pZwokREyGSSulF53U,NYC,
Bella Luna,Bella Luna,"74 Columbus Ave, New York, NY 10024",ChIJkf3PqpxYwokRZlk0ie5vk2c,UWS/UES,
Phil’s,Phil’s,"695 Knickerbocker Ave, Brooklyn, NY 11221
",ChIJbffRPkdcwokR2__qmTHZHVs,NYC,
Maloya,Maloya,"983 Flushing Ave, Brooklyn, NY 11206",ChIJma2fX15dwokR4N39k_xbPIY,NYC,
