restaurant_name,location_name,street,city,state,zipcode,coordinate,google_place_id,Error?,place_id_verification,match_status,match_confidence,match_method,verified_place_id,match_notes
El Porteno,SOMA,700 2nd St,San Francisco,CA,94107,0101000020E61000001A946268FE985EC05CBD9C66EBE34240,ChIJuQFUy02Aj4ARoaOaNCQq7Oc,,Invalid: Partial address match (0.66),MATCHED,1.0,verified_place_id,,Matched to HS row 727
Emblem,Williamsburg,187 Graham Ave,Brooklyn,NY,11206,0101000020E610000091C186E3637C52C09F38810AB15A4440,ChIJ__-zvv1bwokRq7XrbriPQZQ,,Valid: Emblem (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 601
Emily Brooklyn,Clinton Hill,919 Fulton St,Brooklyn,NY,11238,0101000020E610000090831266DA7D52C0736891ED7C574440,ChIJYeJEs6RbwokRI9OjBP6hYG8,,Invalid: Address match (0.93),MATCHED,1.0,verified_place_id,,Matched to HS row 174
Emmett's,SoHo,50 MacDougal St,New York,NY,10012,0101000020E610000027DBC01D288052C0F329B638195D4440,ChIJqxBUkY1ZwokRM-YtSwwhy1E,,Valid: Emmett's (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 53
Emmett's,West Village,39 Grove St,New York,NY,10014,0101000020E61000008857EDF5498052C09BC6F65AD05D4440,ChIJIUmWODtZwokRc33t3aurFco,,Valid: Emmett's on Grove (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 109
Empellón Taqueria & Bar,Greenwich Village,230 West 4th Street,New York,NY,10014,0101000020E6100000058A5ACC328052C0DFD2B5C1FE5D4440,ChIJS3YtZJRZwokR15ezAH-2Sec,,Valid: Empellon Taqueria & Bar (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 9
Ensenada,Williamsburg,168 Borinquen Place,Brooklyn,NY,11211,0101000020E61000005C55F65D117D52C07E52EDD3F15A4440,ChIJVQhDBhxbwokRLwobz9lb_qk,,Valid: Ensenada (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 44
E&O Kitchen and Bar,Union Square,314 Sutter St,San Francisco,CA,94108,0101000020E610000039454772F9995EC019E42EC214E54240,ChIJGXWXQYmAhYAR-Nr_OyKvI2o,,Invalid: Address match (0.94),MATCHED,1.0,verified_place_id,,Matched to HS row 840
Essential by Christophe,Upper West Side,103 W 77th St,New York,NY,10024,0101000020E6100000F4AD6AA4807E52C003C82B6BF6634440,ChIJw6JyhoxZwokR3mKl4FLg5rM,,Valid: Essential by Christophe (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 806
Estadio,Cannonborough,122 Spring St,Charleston,SC,29403,0101000020E6100000C093162EABFC53C0BF81C98D22654040,ChIJHRCMPIt7_ogRK9T7mG56Vs4,,Valid: Estadio (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 211
Estancia Piola,Gowanus,288 3rd Ave,Brooklyn,NY,11215,0101000020E61000007D707BBF207F52C01B375392B5564440,ChIJ-cemB1xbwokRUuBRPBg0opo,,Valid: Estancia Piola (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 455
Evil Twin Brewing,Dumbo,43 Main St,Brooklyn,NY,11201,0101000020E6100000509EA5A2657F52C0EA3DDCB9F9594440,ChIJ-04l4vBbwokRHxrsv5Pf9kQ,,Valid: Evil Twin Brewing NYC - DUMBO (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 515
Evil Twin Brewing,Ridgewood,616 George St,Ridgewood,NY,11385,0101000020E61000004F901FA4DC7952C08DE62CA31F594440,ChIJv4wxbJ5dwokR_StiDfSvWQc,,Valid: Evil Twin Brewing NYC (conf: 1.00),MATCHED,0.8675,high_similarity,,Matched to HS row 517
EVO Craft Bakery,Park Circle,1075 E Montague Ave,North Charleston,SC,29405,0101000020E61000007A37161486FE53C026B6717ACD704040,ChIJs2HQ9ehk_ogR8j4Fa-8ARFA,,Valid: EVO Craft Bakery (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 878
EVO Pizzeria,Park Circle,1075 E Montague Ave,North Charleston,SC,29405,0101000020E6100000028E4EA786FE53C06AE0FDA7D1704040,ChIJS79_9uhk_ogRXzmiDtLKcjo,,Valid: EVO Pizzeria (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 879
Falansai,Bushwick,112 Harrison Pl,Brooklyn,NY,11237,0101000020E61000004F75C8CD707B52C0FEEDB25F775A4440,ChIJc11gFQJcwokRcOejfRbBPpo,,Valid: Falansai (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 2
Falu House,Greenpoint,34 Norman Ave,Brooklyn,NY,11222,0101000020E61000009141116B157D52C06E4EC69ABA5C4440,ChIJbwTrdABZwokRJBMnW6dXFoM,,Valid: Falu House (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 434
Fan Fan Doughnuts,Clinton Hill,448 Lafayette Ave,Brooklyn,NY,11205,0101000020E61000005DB385B93E7D52C0F07B6DD93B584440,ChIJ-eBifR5bwokRgXeVyNhDBFg,,Valid: Fan Fan Doughnuts (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 426
Farm to People Kitchen & Bar,Bushwick,1100 Flushing Ave,Brooklyn,NY,11237,0101000020E61000003C31EBC5507B52C00AF4893C495A4440,ChIJuUtZ-hdZwokRQw4pPJqOQbQ,,Valid: Farm To People (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 93
Ferdi,West Village,15 7th Ave S,New York,NY,10014,0101000020E61000003C5943C64A8052C0B91441C1795D4440,ChIJoTTiRY1ZwokRn9SpxgNIx7M,,Valid: Ferdi (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 538
F&F Restaurant and Bar,Carroll Gardens,465 Court St,Brooklyn,NY,11231,0101000020E61000000978C9D2E47F52C00403545BB2564440,ChIJ0TIuR1xbwokRyxxUTQqXiPY,,Invalid: Address match (0.93),UNMATCHED,0.0,,,Not matched to any HubSpot record
F&F Slice,F&F Slice,459 Court St,Brooklyn,NY,11231,0101000020E6100000ECA17DACE07F52C0ABAEE87BB2564440,ChIJO32xszpbwokRVr_g36taCbI,,Invalid: Address match (0.93),MATCHED,1.0,verified_place_id,,Matched to HS row 19
F&F x Blackbird Pizza Sessions,Carroll Gardens,465 Court St,Brooklyn,NY,11231,0101000020E6100000831E204E968052C04961832ADA564440,,,Not found,UNMATCHED,0.0,,,Not matched to any HubSpot record
Filé Gumbo Bar,Tribeca,275 Church St,New York,NY,10013,0101000020E610000007AE974B4F8052C033BC5983F75B4440,ChIJTeT7fTxbwokRdPDRDrqWjyM,,Valid: Filé Gumbo Bar (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 563
Filthy Diamond,Bushwick,679 Knickerbocker Ave,Brooklyn,NY,11221,0101000020E6100000D67FE728517A52C0E82A82A4F4584440,ChIJKTN6eehdwokRSVpHDoKvw7k,,Valid: Filthy Diamond (conf: 1.00),UNMATCHED,0.0,,,Not matched to any HubSpot record
Final Final,Pacific Heights,2990 Baker St,San Francisco,CA,94123,0101000020E6100000545227A0899C5EC0431CEBE236E64240,ChIJTx2ix9SAhYARjNIgHLlm7rI,,Valid: Final Final (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 235
Fish Cheeks,Noho,55 Bond St,New York,NY,10012,0101000020E6100000FC54151A887F52C0D9B45208E45C4440,ChIJgc7fPIVZwokRQMnqTxTf_Qk,,Valid: Fish Cheeks (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 55
Fish Cheeks,Williamsburg,661 Driggs Ave,Brooklyn,NY,11211,0101000020E61000003BA4BD665E7D52C0EDF88AC9765B4440,ChIJz-1-n9lZwokROnxtPfYbkHk,,Valid: Fish Cheeks Brooklyn (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 854
Fish N Beer,RiNo,3510 Larimer St,Denver,CO,80205,0101000020E61000002C3AA3F7573E5AC00CAC883F2FE24340,ChIJf4b8dxp5bIcRSiXR0HEQ7xU,,Valid: Fish N Beer (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 815
Five Loaves Cafe,Mt. Pleasant,1055 Johnnie Dodds Blvd #100,Mt Pleasant,SC,29464,0101000020E610000071CADC7C23F753C060E5D022DB674040,ChIJT0AAmVZw_ogR4jRTh9lQg7o,,Valid: Five Loaves Cafe (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 645
FLYBAR (FSR),FLYBAR,324 Lafayette St,New York,NY,10012,,ChIJP1iYjo9ZwokRRyyL0xAOMqA,,Found: 324 Lafayette St (conf: 0.62),UNMATCHED,0.0,,,Not matched to any HubSpot record
FLYBAR (QSR),FLYBAR,324 Lafayette St Floor 6,New York,NY,10012,,,,Not found,UNMATCHED,0.0,,,Not matched to any HubSpot record
FLYBAR (Square),FLYBAR,324 Lafayette St Floor 6,New York,NY,10012,,,,Not found,UNMATCHED,0.0,,,Not matched to any HubSpot record
Formosa,Bushwick,144 Evergreen Ave,Brooklyn,NY,11206,0101000020E6100000CCDFCECF9E7B52C0231BFE8980594440,ChIJ7etbil9dwokRYKe_oQSHsdY,,Valid: Formosa (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 867
Fornino,Greenpoint,849 Manhattan Ave,Brooklyn,NY,11222,0101000020E6100000CA6305EC0D7D52C07A58124E4F5D4440,ChIJx1Bo1EBZwokRUZ_xdNzvcLY,,Valid: Fornino (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 433
Fossetta,Lower East Side,198 Allen St,New York,NY,10002,0101000020E6100000D74E9484447F52C028B517D1765C4440,ChIJ9RRDNShZwokRkVa5XZq-rxw,,Valid: Fossetta (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 242
Foul Witch,Alphabet City,15 Avenue A,New York,NY,10009,0101000020E6100000D9C9C5DC1D7F52C007EBAC7A8A5C4440,ChIJq6oPsoNZwokR1hGiiD3wy8g,,Valid: Foul Witch (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 13
Fox And The Hen,Fox And The Hen,2257 W 32nd Ave,Denver,CO,80211,0101000020E6100000CA6ABA9EE8405AC006BDDCCC8DE14340,ChIJccWEGAZ5bIcRocT3qmn25y0,,Valid: Fox And The Hen (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 876
Frances,The Castro,3870 17th St,San Francisco,CA,94114,0101000020E61000004A6A4906AA9B5EC03E328C37A4E14240,ChIJky2knBt-j4ARXAdR3-GAWM8,,Valid: Frances (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 194
Frankies 457 Spuntino,Carroll Gardens,457 Court St,Brooklyn,NY,11231,0101000020E61000002AA0094EE27F52C02425D7FCB4564440,ChIJm7uvMfZawokRNR0XRCotzWY,,Valid: Frankies 457 Spuntino (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 85
Frannie & The Fox,Downtown,181 Church St,Charleston,SC,29401,0101000020E6100000F67D384888FB53C07A1D71C806644040,ChIJOetRgzp7_ogR_eJsx6ttGls,,Valid: Frannie & The Fox (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 383
Frasca,Pearl Street,1738 Pearl St,Boulder,CO,80302,0101000020E61000009D9FE23870515AC023B6604E75024440,ChIJ32ggfCnsa4cReukO2DP2hXY,,Invalid: Address match (0.93),MATCHED,1.0,verified_place_id,,Matched to HS row 819
Fred's Dog House,Williamsburg,354 Grand St,Brooklyn,NY,11211,0101000020E610000098F9ABA72E7D52C0B73D86DC2C5B4440,ChIJEcTXd2NZwokRgVij9B5UW0A,,Valid: Fred's Dog House (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 545
Freemans,East Village,Freeman Alley,New York,NY,10002,0101000020E6100000DA8D3EE6837F52C0623A19C16B5C4440,ChIJRcCC14VZwokRvJiDo29-IGM,,Valid: Freemans (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 101
Fresno,East Hampton,11 Fresno Pl,East Hampton,NY,11937,0101000020E61000001E9ECA0E960C52C073CF5F8D587B4440,ChIJjXa_IwS76IkRNMrrKkALxJY,,Valid: 11 Fresno Pl (conf: 0.80),MATCHED,1.0,high_similarity,,Matched to HS row 713
Friedman's Chelsea Market,Friedmans Chelsea Market,75 9th Ave,New York,NY,10011,0101000020E6100000D233620B668052C0ECFB7090105F4440,ChIJyYfhZ79ZwokRMtXcL6CYxkA,,Corrected: 75 9th Ave (conf: 0.61),MATCHED,0.95,claude_verified,,Matched to HS row 837
Friend of a Farmer,Gramercy,77 Irving Pl Ground Floor,New York,NY,10003,0101000020E6100000F2097EC0287F52C0D5935401525E4440,ChIJb85ryKFZwokRaCJqC07E0G0,,Valid: Friend Of A Farmer (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 795
Friend of a Farmer,Upper West Side,68 W 71st St,New York,NY,10023,0101000020E610000020A523CAA87E52C0402773E261634440,ChIJeQcpsdFZwokRLvcPlPKdYuc,,Valid: Friend of a Farmer (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 736
Fulgurances,Greenpoint,132 Franklin St,Brooklyn,NY,11222,0101000020E61000004B18F170467D52C098785E35625D4440,ChIJcelSUXlZwokRkD8zyKGV6k4,,Valid: Fulgurances (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 277
Gair,Dumbo,41 Washington St,Brooklyn,NY,11201,0101000020E61000008DD1D884527F52C03B5EFC34FF594440,ChIJTZIC-AdbwokRPwk_gzcoNNs,,Valid: Gair (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 316
Gelso & Grand,Gelso & Grand,186 Grand St,New York,NY,10013,0101000020E610000087BF266BD47F52C0C85C19541B5C4440,ChIJS3EpUohZwokReLFKxxE_zKE,,Valid: Gelso & Grand (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 71
gertrude's,Prospect Heights,605 Carlton Ave,Brooklyn,NY,11238,0101000020E610000060B01BB62D7E52C0234E27D9EA564440,ChIJnRyRtUBbwokR4veV9Er_PAU,,Valid: gertrude’s (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 158
Gjelina NY,NoHo,45 Bond St,New York,NY,10012,0101000020E610000079D5EB558F7F52C066DBC9CEEB5C4440,ChIJv9s0scFZwokRYuWpWB7CLbw,,Valid: Gjelina (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 219
Golden Hof - Korean Bar & Grill,Midtown East,16 W 48th St,New York,NY,10036,0101000020E6100000498E2A79AB7E52C05C1B2AC6F9604440,ChIJc6vecABZwokRBHqMFj4UsbY,,Valid: Golden Hof - Korean Bar & Grill (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 870
Goldie's Tavern,Chelsea,135 W 30th St,New York,NY,10001,0101000020E6100000AFB14B546F7F52C0BAF605F4C25F4440,ChIJ72J3O2ZfwokRKcyw_siw980,,Invalid: Low confidence match,UNMATCHED,0.0,,,Not matched to any HubSpot record
Good Bar,Greenpoint,1 Bedford Ave,Brooklyn,NY,11222,0101000020E6100000BEA9B6F5E07C52C04DFBFA38A55C4440,ChIJYaebsEZZwokRdaBnC6WMr5A,,Valid: Good Room (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to HS row 524
Good Guys,Lower East Side,134 Eldridge St,New York,NY,10002,0101000020E6100000CC7C073F717F52C0226E4E25035C4440,ChIJqcXTb0NZwokRPbW9xBZwUEs,,Valid: Good Guy's (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 502
Good Thanks,Williamsburg,374 Graham Ave,Brooklyn,NY,11211,0101000020E61000004FCAA495707C52C00076D27C9D5B4440,ChIJYzGsnstZwokRkcK34hMLbV0,,Valid: Good Thanks (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 364
Gotham Burger Social Club,Greenpoint,113 Franklin St,Brooklyn,NY,11222,0101000020E6100000677A89B14C7D52C03293A8177C5D4440,ChIJXZ6WJABZwokRDi2X0_3I1Mo,,Valid: Gotham Burger Social Club - Greenpoint (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 48
Gotham Burger Social Club,Lower East Side,131 Essex St,New York,NY,10002,0101000020E61000002DBCC39A317F52C0CBA1672B3E5C4440,ChIJa9mUEgFZwokRp_ITmhqS8f4,,Valid: Gotham Burger Social Club (conf: 1.00),MATCHED,0.8608196721311475,high_similarity,,Matched to HS row 449
Graft Wine Bar,Uptown Charleston,700b King St,Charleston,SC,29403,0101000020E61000000667F0F78BFC53C018213CDA38664040,ChIJC2dxuVx6_ogR4483ygZTVGM,,Corrected: 700b King St (conf: 0.60),MATCHED,0.95,claude_verified,,Matched to HS row 227
Greenpoint Fish & Lobster,Greenpoint,114 Nassau Avenue,Brooklyn,NY,11222,0101000020E6100000C8409E5DBE7C52C0FFB27BF2B05C4440,ChIJYVSQlUVZwokR3YMbMiZwhzE,,Valid: Greenpoint Fish & Lobster Co. (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 113
Greenwood Park,Park Slope,555 7th Ave,Brooklyn,NY,11215,0101000020E61000008F0711AA397F52C033554EE866544440,ChIJNTec2OBawokRUv0YTg7oX-E,,Valid: Greenwood Park (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 544
Greywind,Hudson Yards,451 10th Ave,New York,NY,10018,0101000020E61000003FE5982CEE7F52C0E90FCD3CB9604440,ChIJRyAmqgpZwokRHjS6xvDPVfI,,Valid: Greywind (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 180
Grimm Artisanal Ales,Williamsburg,990 Metropolitan Ave,Brooklyn,NY,11211,0101000020E6100000BDF32205EF7B52C07B0CE667735B4440,ChIJO0onUVNZwokRAuTHAAO2OA0,,Valid: Grimm Artisanal Ales (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 493
GupShup,Gramercy,115 E 18th St,New York,NY,10003,0101000020E61000002C0E677E357F52C02992AF04525E4440,ChIJvYavzZ5ZwokRBQj3hhDtpfk,,Valid: GupShup (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 162
Gus's,Cobble Hill,215 Union St,Brooklyn,NY,11231,0101000020E61000002F4D11E0F47F52C06DAB59677C574440,ChIJTb3cUH1bwokRqVj5vctMMXs,,Valid: Gus's (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 256
Hags,East Village,163 1st Ave.,New York,NY,10003,0101000020E61000002254A9D9037F52C0DD425722505D4440,ChIJp0ha1dFZwokRK9WxgN9HVuY,,Valid: HAGS (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 233
Hank's Seafood Restaurant,Radcliffborough,10 Hayne St,Charleston,SC,29401,0101000020E61000005E13D21A83FB53C0A3CD716E13644040,ChIJt5BmhQ16_ogRbwSj1J64dmA,,Valid: Hank's Seafood Restaurant (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 417
Hanoi House,East Village,119 St Marks Pl,New York,NY,10009,0101000020E610000066DF707AF27E52C0FEB4519D0E5D4440,ChIJBWyKZp1ZwokRHhnug4zTch4,,Valid: Hanoi House (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 131
Harborview Restaurant & Bar,Embarcadero,4 Embarcadero Center,Four Embarcadero Center,CA,94111,0101000020E6100000A84F17CE5A995EC06C92C437B9E54240,ChIJZ1SMEQeBhYAR8Y0suKMr48o,,Valid: Harborview Restaurant & Bar (conf: 0.60),MATCHED,1.0,verified_place_id,,Matched to HS row 656
Hart Bar,Bushwick,538 Hart St #1,Brooklyn,NY,11221,0101000020E6100000D457A192847B52C04779419F23594440,ChIJl66pMw9cwokRVevR2MmIqBg,,Valid: Hart Bar (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 702
HaSalon,Hell's Kitchen,735 10th Ave,New York,NY,10019,0101000020E6100000AD18AE0E807F52C045B9347EE1614440,ChIJ-YpwVCJZwokR79IyrPpwSVA,,Valid: HaSalon (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 649
Hazie's,Hayes Valley,501 Hayes St,San Francisco,CA,94102,0101000020E6100000E8A4F78D2F9B5EC020C0D83164E34240,ChIJn-6m802BhYARruM4u0h9-Bc,,Valid: Hazie's (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 282
Hearty & Healthy,Lower East Side,103 1st Ave,New York,NY,10003,0101000020E61000001344DD07207F52C04AB3791C065D4440,ChIJZZe0gltZwokRcGgGUjceM_4,,Valid: Hearty & Healthy (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 542
Heavy Woods,Bushwick,50 Wyckoff Ave,Brooklyn,NY,11237,0101000020E61000001F9BE447FC7A52C042EE224C515A4440,ChIJpwu_dB1cwokRB_7Vq9WZDh0,,Valid: Heavy Woods (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 833
HED 11,Japantown,1800 Sutter St,San Francisco,CA,94115,0101000020E6100000CBC7A4758A9B5EC0D2D96E27B6E44240,ChIJ8wbZfQCBhYARbBBXJyQXBZA,,Valid: Hed 11 (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 266
Heirloom Cafe,Mission,2500 Folsom St,San Francisco,CA,94110,0101000020E6100000780E65A88A9A5EC0A1A3552DE9E04240,ChIJ3XEasjl-j4ARWcW8iwtlkhw,,Valid: Heirloom Café (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 462
Hellbender,Ridgewood,68-22 Forest Ave,Queens,NY,11385,0101000020E610000041E555ABAF7952C04F4AA489FE594440,ChIJG4RMPa1dwokRBET-URZXZJU,,Valid: Hellbender (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 521
Henry & The Lions,Chelsea,405 W 23rd St,New York,NY,10011,0101000020E6100000E2067C7E188052C0EE5BAD13975F4440,ChIJFwCwrbpZwokRaS7l5yPwQyM,,Valid: Henry & The Lions (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 317
Herd Provisions,East Central,106 Grove Street,Charleston,SC,29403,0101000020E6100000E0675C3810FD53C06AC020E9D3664040,ChIJ93o7oNB7_ogRKt36Os-r-C8,,Valid: Herd Provisions (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 208
Hoexters,Hoexter's,174 E 82nd St,New York,NY,10028,0101000020E61000009C645012377D52C02939CC3C5E634440,ChIJJWByn_BZwokR9IC-3PtPPuk,,Valid: Hoexter's (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 222
Holy City Brewing,Park Circle - Charleston,1021 Aragon Ave,Charleston,SC,29405,0101000020E6100000C667B27F9EFE53C0158DB5BFB36F4040,ChIJXZV_WlF7_ogRy1myXw3d-ME,,Valid: Holy City Brewing (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 183
Hortus,NoMad,271 5th Ave,New York,NY,10016,0101000020E61000009CDF30D1207F52C09B594B01695F4440,ChIJyX-WBOZZwokRROjVTDdgeZE,,Valid: HORTUS NYC (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 712
Hortus,NoMad,271 5th Ave,New York,NY,10016,,ChIJyX-WBOZZwokRROjVTDdgeZE,,Valid: HORTUS NYC (conf: 0.80),UNMATCHED,0.0,,,Not matched to any HubSpot record
Hoseki,Midtown,611 5th Avenue,New York,NY,10022,0101000020E610000009371955867E52C090F7AA9509614440,ChIJKfbxu2RZwokRZhsCZq_HYTg,,Valid: Hōseki (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 47
Hudson Club,Midtown,136 W 55th St,New York,NY,10019,0101000020E610000093C83EC8B27E52C01E37FC6EBA614440,ChIJZ49dwcNZwokRtUHt_n4BYME,,Valid: Hudson Club (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 400
Hungry Llama,West Village,679 Washington St,New York,NY,10014,0101000020E61000003DE87EF3878052C0B4379D09F25D4440,ChIJFXK3-LdZwokR41IAIP81AvM,,Valid: Hungry Llama (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 799
Huriyali,Downtown,401 Huger St,Charleston,SC,29403,0101000020E610000050E27327D8FC53C07B1684F23E664040,ChIJjczF2lp6_ogRBub6Bfc8OkU,,Valid: Huriyali Gardens (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 529
Huriyali,Riverland,2016 Wappoo Dr,Charleston,SC,29412,0101000020E610000048F949B54FFF53C0236937FA98614040,ChIJX3X_Fgx5_ogRclV0AGOOGtA,,Valid: Huriyali Riverland (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 540
Idaho,East Village,349 E 13th St,New York,NY,10003,0101000020E610000008878329EF7E52C0B0CCB62E905D4440,ChIJaeFdrtdZwokRMn3DrPKdAVc,,Valid: Idaho (conf: 0.80),MATCHED,1.0,verified_place_id,,Matched to HS row 672
Iggy's Place,Richmond,3519 Balboa St,San Francisco,CA,94121,0101000020E6100000A51710B5C89F5EC00FB7F93548E34240,ChIJ62Ob5guHhYARfQu8fH-BugE,,Valid: Iggy's Place (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 811
Il Buco Alimentari & Vineria,NoHo,53 Great Jones St,New York,NY,10012,0101000020E61000005CAB3DEC857F52C09D46FF70FC5C4440,ChIJYUQdLoVZwokRBjKzg6PAaa8,,Valid: Il Buco Alimentari & Vineria (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 114
Il Corallo Trattoria,SoHo,176 Prince St,New York,NY,10012,0101000020E61000007FFD6BD41E8052C00DF32F93F25C4440,ChIJZ75-yI1ZwokR82kXXJvniwo,,Valid: Il Corallo Trattoria (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 533
ILIS,ILIS,150 Green St,Brooklyn,NY,11222,0101000020E6100000E017F263277D52C003C46EE9E25D4440,ChIJHZyajD1ZwokREWLihHYSryQ,,Valid: ILIS (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 749
Inday All Day,Williamsburg,658 Driggs Ave,Brooklyn,NY,11211,0101000020E610000022E39831637D52C0B8879DD27A5B4440,ChIJ-xUElXtZwokRpv0Gz1fJiuc,,Valid: INDAY All Day (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 262
Indian Accent,Indian Accent,123 W 56th St,New York,NY,10019,0101000020E610000079B0C56E9F7E52C01D3D7E6FD3614440,ChIJ5zM53_lYwokREUcpQkveG1w,,Valid: Indian Accent (conf: 0.80),UNMATCHED,0.0,,,Not matched to any HubSpot record
Indigo,Marina,3321 Steiner St,San Francisco,CA,94123,0101000020E61000005B43A9BD089C5EC0EF1B5F7B66E64240,ChIJR3GOKeuBhYARZLjs9-fsh_Q,,Valid: Indigo (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 691
Insa,Gowanus,328 Douglass St,Brooklyn,NY,11217,0101000020E610000099965CB7E17E52C0E0151F4211574440,ChIJo-EvNqtbwokRjZnXUY-cyCk,,Valid: Insa (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 32
IRIS,IRIS,1740 Broadway,New York,NY,10019,0101000020E6100000852348A5D87E52C0558847E2E5614440,ChIJMccf7SRZwokRyJJEQAXUhqM,,Valid: IRIS (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 152
Iron Horse Cocktails,Iron Horse Cocktails,25 Maiden Ln,San Francisco,CA,94108,0101000020E61000005A0EF450DB995EC0782AE09EE7E44240,ChIJk-_jVoiAhYARUMRNR_Aq_wU,,Valid: Iron Horse Cocktails (conf: 1.00),MATCHED,1.0,verified_place_id,,Matched to HS row 704
