Deal Name,Company name,Address,google_places_id,"Macro Geo (NYC, SF, CHS, DC, LA, NASH, DEN)",Error?,verified_place_id,confidence_score,match_status,notes,processed
Brenda's Meat & Three NOPA,Brenda's Meat & Three,919 Divisadero Street,ChIJBZ2nB7GAhYAR1BUmlCHczaw,SF,,,0.0,,,False
Meadowsweet Williamsburg,Meadowsweet,149 Broadway,ChIJwXUoA99bwokRU2bF-gdB25I,NYC,,,0.0,,,False
Emily Brooklyn Clinton Hill,Emily Brooklyn,919 fulton street,ChIJYeJEs6RbwokRI9OjBP6hYG8,NYC,,,0.0,,,False
Thyme Bar Chelsea,Thyme Bar,"20 W 23rd St, Cellar",ChIJGeLvoN9ZwokRyjK1gD08W7Q,NYC,,,0.0,,,False
Unregular Pizza Upper East Side,UnregularPizzaUES,132 Lexington Avenue,ChIJfxzCCUBZwokR5uTiL9Gm9U4,NYC,,,0.0,,,False
Little Maven Flatiron,Little Maven,30 West 18th Street,ChIJW3LA-dxZwokR0WAavt1PXFE,NYC,,,0.0,,,False
Maman Upper West Side,Chez Maman,"239 Centre St New York, Ny 10013",ChIJ383_YEFZwokRJFr1iPhcJvk,NYC,,,0.0,,,False
Blue Whale Marina,Blue Whale Restaurant,,ChIJyeXEUEyBhYARWEs70AP8J4I,SF,,,0.0,,,False
Greywind Hudson Yards,Greywind,451 10th Avenue,ChIJRyAmqgpZwokRHjS6xvDPVfI,NYC,,,0.0,,,False
Sushi Hakko Pacific Heights,sushihakkosf.com,,ChIJ0wnbFlaBhYARUol-xwVfXjk,SF,,,0.0,,,False
Little Original Joe's Marina,"Little Original Joe's (Marina, SF)",2301 Chestnut Street,ChIJo_MMIdSAhYARhV9nPwTrm84,SF,,,0.0,,,False
Holy City Brewing,Holy City Brewing,"1021 Aragon Ave, Charleston, SC 29405",ChIJXZV_WlF7_ogRy1myXw3d-ME,,,,0.0,,,False
The Refuge Isle of Palms,The Refuge,,ChIJn5C08qlz_ogRsEyfIRdjQBg,CHS,,,0.0,,,False
Sobre Masa Bushwick,Sobre Masa,52 Harrison Place,ChIJmeKSwPFdwokRZ--71Rq0GBY,NYC,,,0.0,,,False
Perry's Pacific Heights,Perry's Embarcadero,1944 Union Street,ChIJy3_5ONuAhYARlKgaknpqI0k,SF,,,0.0,,,False
Laissez Faire Financial District,Laissez Faire,10 Theatre Alley,ChIJuQ9WfihbwokR3PTLA2-HvhE,NYC,,,0.0,,,False
BlindPig Tenderloin,BlindPig Speakeasy Lounge,1113 Polk St.,ChIJ7SlawgSBhYARbP6ZoPjNHMA,SF,,,0.0,,,False
Dragon Horse SOMA,Dragon Horse,,ChIJc4jk1ZWBhYARkZIS5HmVER8,SF,,,0.0,,,False
Llama Cafe,Llama Cafe,66 Hudson blvd East,ChIJw_SkbbNZwokRZewVFMxQOT8,NYC,,,0.0,,,False
Spygold Husdon Yards,Spygold,451 10th Ave,ChIJcZp1Y2tZwokRWM2nLr5rz_4,NYC,,,0.0,,,False
Millers All Day James Island,Millers All Day - James Island,120 King Street,ChIJEWlFjFd5_ogREoukLXlaF2I,CHS,,,0.0,,,False
Post House Mt. Pleasant,Post House,101 Pitt St,ChIJy5sQLuJw_ogRnxFgqpnQ1SY,CHS,,,0.0,,,False
Frances The Castro,Frances,3870 17th St,ChIJky2knBt-j4ARXAdR3-GAWM8,SF,,,0.0,,,False
The Blue Light Pacific Heights,The Blue Light,1979 Union Street,ChIJvVG_OtuAhYARhrfEv3QiQLA,SF,,,0.0,,,False
Toy Soldier Financial,Toy Soldier,52 Belden Place,ChIJtT_kKIqAhYAR8kotss7-lA8,SF,,,0.0,,,False
Isshiki East Village,isshiki matcha,,ChIJsVe2QABZwokR4ewjadozGNE,NYC,,,0.0,,,False
Isabelle's Osteria Gramercy,Isabels Family Restaurant,245 Park Ave S,ChIJV9twMKRZwokRkXW1n1miJeQ,NYC,,,0.0,,,False
Smith & Mills Rockefeller Center,Smith & Mills,71 N Moore St,ChIJE_nbh_1ZwokRXlCky7bbD2Y,NYC,,,0.0,,,False
Naro Rockefeller Center,NARO,1 Rockefeller Plaza,ChIJp7Ql8AZZwokRecf5nJr8RJU,NYC,,,0.0,,,False
Jupiter Rockefeller Center,Jupiter,620 5th Avenue,ChIJyflTcS1ZwokRBWTy8tCgaDM,NYC,,,0.0,,,False
5 Acres Rockefeller Center,5 Acres,,ChIJj0EtEZRZwokRYi9Wk-lvJUU,NYC,,,0.0,,,False
Bodega Downtown,Bodega - Mt. Pleasant,23 Ann Street,ChIJV_qOlyJ7_ogRZUQr84eFa28,CHS,,,0.0,,,False
Bodega (Pay),Bodega - Downtown,23 Ann Street,ChIJV_qOlyJ7_ogRZUQr84eFa28,CHS,,,0.0,,,False
Parcelle Greenwich Village,Parcelle Wine West Village,135 Division Street,ChIJFXVNUJxZwokRDhvP51t1PFQ,NYC,,,0.0,,,False
The Garret West,The Garret West,296 Bleecker St,ChIJkdFGdJNZwokRY_FA1UjcHGI,NYC,,,0.0,,,False
Dashi Park Circle,Dashi,1262 Remount Rd,ChIJLQTTP69l_ogRPQLNc7SiSas,CHS,,,0.0,,,False
Herd Provisions East Central,Herd Provisions,106 Grove Street,ChIJ93o7oNB7_ogRKt36Os-r-C8,CHS,,,0.0,,,False
Owlbear Cafe Mt. Pleasant,Owlbear Cafe,1964 Riviera Dr J,ChIJnVMSUxVz_ogRGHD5la1rr8k,CHS,,,0.0,,,False
Callie's Hot Little Biscuit Meeting Street,Callie's Hot Little Biscuit (King St),188 Meeting St,ChIJdz9mtA16_ogRnHxmONzNzn4,CHS,,,0.0,,,False
Estadio Cannonborough,Estadio,,ChIJHRCMPIt7_ogRK9T7mG56Vs4,CHS,,,0.0,,,False
Lowland French Quarter,Lowland,,ChIJTTcM5Zx7_ogRlEKsvPVFWHM,CHS,,,0.0,,,False
Sami & Susu Lower East Side,Sami & Susu,190 Orchard Street,ChIJRbqLkqFZwokR3E6d0zDKAko,NYC,,,0.0,,,False
Ivan Ramen Lower East Side,Ivan Ramen,25 Clinton Street,ChIJreEXi4FZwokR_ygs7wh2fTk,NYC,,,0.0,,,False
Ristobar Marina,Ristobar,2300 Chestnut St.,ChIJZSPQINSAhYAR_o9rtGR7u0I,SF,,,0.0,,,False
Layla Williamsburg,Layla,352 Bedford Avenue,ChIJ57ZDGMxbwokRVox0BjRGB_U,NYC,,,0.0,,,False
Besharam Potrero Hill,Beshraham,1275 Minnesota St,ChIJpVAZ4wx_j4AR4j8Q0COpGHc,SF,,,0.0,,,False
Kellogg's Diner Williamsburg,Kellogg's Diner CLOSED,518 Metropolitan Ave,ChIJIccpGllZwokRx0BsEyyeQg4,NYC,,,0.0,,,False
Gjelina NY Gjelina NY,Gjelina NY,45 Bond St,ChIJv9s0scFZwokRYuWpWB7CLbw,NYC,,,0.0,,,False
Lost Isle,Lost Isle,"3338 Maybank Hwy, Johns Island, SC 29455",ChIJlb-kF-9__ogRcmNJB2ScqhI,CHS,,,0.0,,,False
Lowlife,Lowlife Bar,"106 E Hudson Ave, Folly Beach, SC 29439",ChIJEVkJrRrX_YgRJZhpb4ZGxKw,CHS,,,0.0,,,False
Hoexters Upper East Side,Hoexter’s,174 East 82nd Street,ChIJJWByn_BZwokR9IC-3PtPPuk,NYC,,,0.0,,,False
Ketchy Shuby Soho,Ketchy Shuby,406 Broome St,ChIJR4xJInZZwokRMp1wYc4fcag,NYC,,,0.0,,,False
The Roll Pacific Heights,The Roll,,ChIJrxUh1ndZwokRYpfYMnJNe5Y,SF,,,0.0,,,False
Porchetta Shop Cannonborough,Da Toscano Porchetta Shop,109 President Street,ChIJCUQxfgl7_ogR1xze9C_XM4Q,CHS,,,0.0,,,False
Popi's Oysterette Marina,Popi's Oysterette.,2095 Chestnut St.,ChIJq1hymyiBhYARRMRbKOZD6F4,SF,,,0.0,,,False
Graft Wine Bar Uptown Charleston,Graft Wine Shop,700 King St,ChIJz2rDuFx6_ogRk5EZR618YmI,CHS,,,0.0,,,False
Chouquet's,Chouquet's,"2500 Washington Streer, SF, CA 94115",ChIJOyho5cWAhYARuJobf2VcbM0,SF,,,0.0,,,False
Rocco's Sports & Recreation,Rocco's Sports & Recreation,1 West 3rd Street,ChIJ2fLg9KdZwokR0cET1EjEuwk,NYC,,,0.0,,,False
Bandits Diner + Dive,Bandits Diner + Dive,44 Bedford St,ChIJO_Nbh4lZwokR1-EspAqsGLM,NYC,,,0.0,,,False
Sukh Fort Greene,Sukh,723 Fulton St,ChIJo8ltIwBbwokRnpjtIPOzZ2Q,NYC,,,0.0,,,False
Phat Thai Marina,Phat Thai,2380 Lombard Street,ChIJr6PUL3GBhYARzbSgNPNnsac,SF,,,0.0,,,False
Hags East Village,HAGS,163 1st Avenue,ChIJp0ha1dFZwokRK9WxgN9HVuY,NYC,,,0.0,,,False
Bus Stop Pacific Heights,Bus Stop,1901 Union Street,ChIJiyfOTtuAhYARdqz7WudgtMU,SF,,,0.0,,,False
Final Final Pacific Heights,Final Final,2990 Baker Street,ChIJTx2ix9SAhYARjNIgHLlm7rI,SF,,,0.0,,,False
Little Maven - Burger League,Little Maven,30 West 18th Street,ChIJW3LA-dxZwokR0WAavt1PXFE,NYC,,,0.0,,,False
Ma'am Saab Downtown Charleston,Ma'am Saab - Pakistani Restaurant,251 Meeting St,ChIJXRzKDxl7_ogR-ESom4Gc2xY,CHS,,,0.0,,,False
Malika Canteen Mt. Pleasant,Malika Canteen,1333 Theater Dr,ChIJe_xDGdlz_ogROqKNs3SQCTA,CHS,,,0.0,,,False
Carlotto Union Square,Carlotto,100 East 19th Street,ChIJJ8hFlKFZwokRFmzhJg7Qofo,NYC,,,0.0,,,False
Ten Bells,Ten Bells,247 Broome St,ChIJPeCaOIdZwokRXr36ali2z_k,,,,0.0,,,False
Commodore II LES,The Commodore,,ChIJfZlRiPZZwokRNti0HrCP_pw,NYC,,,0.0,,,False
Fossetta Fossetta,Fossetta,,ChIJ9RRDNShZwokRkVa5XZq-rxw,NYC,,,0.0,,,False
Roberta's Midtown,Roberta's Penn District,"One Penn Plaza, Plaza 33 East,",ChIJWV3KRQBZwokRZlT-Om1I_1E,NYC,,,0.0,,,False
R.Slice Midtown,R Slice Penn District,261 Moore Street,ChIJ65H5eABZwokRi1pVbvaiwxY,NYC,,,0.0,,,False
Troya Pacific Heights,Troya,2125 Fillmore Street,ChIJZUcfNsaAhYARZ4b7QZiwaRc,SF,,,0.0,,,False
Seven Hills Russian Hill,Seven Hills,1550 Hyde Street,ChIJc1RqC-yAhYARWmmWMJ-xkDs,SF,,,0.0,,,False
Collina Russian Hill,Collina,1550 Hyde St,ChIJVVWZC-yAhYARTO9lj9HYPlQ,SF,,,0.0,,,False
Two Hands Williamsburg Williamsburg,Two Hands Hospitality,251 Church Street,ChIJP1m519tZwokRf0B_IzX9f9s,NYC,,,0.0,,,False
Butcher's Daughter Williamsburg,The Butcher's Daughter (Williamsburg),,ChIJ3UuR-ONZwokRrKPqaJPKbxw,NYC,,,0.0,,,False
Butcher's Daughter Williamsburg,The Butcher's Daughter,1205 Abbot Kinney Boulevard,ChIJ3UuR-ONZwokRrKPqaJPKbxw,NYC,,,0.0,,,False
Ariari East Village,ARIARI,119 1st Avenue,ChIJhUDJFUVZwokRkNERZsyOxWo,NYC,,,0.0,,,False
Colonia Verde Fort Greene,Colonia Verde,219 Dekalb Ave,ChIJrXze-rlbwokRl3G4x1txJgk,NYC,,,0.0,,,False
Raf's - Burger League,Raf's,290 Elizabeth Street,ChIJJU-UWk1ZwokRklDKrZ_9EZE,NYC,,,0.0,,,False
The Butcher's Daughter Wburg (Breakfast Club),The Butcher's Daughter,1205 Abbot Kinney Boulevard,ChIJ3UuR-ONZwokRrKPqaJPKbxw,NYC,,,0.0,,,False
The Butcher's Daughter Wburg (Breakfast Club),The Butcher's Daughter (Williamsburg),,ChIJ3UuR-ONZwokRrKPqaJPKbxw,NYC,,,0.0,,,False
Gus's Cobble Hill,Gus's Chop Hous,215 Union St,ChIJTb3cUH1bwokRqVj5vctMMXs,NYC,,,0.0,,,False
Butcher's Daughter Nolita,The Butcher's Daughter,1205 Abbot Kinney Boulevard,ChIJiYsEnohZwokR8oZK_TgmSjY,NYC,,,0.0,,,False
Butcher's Daughter Nolita,The Butcher's Daughter (Nolita),,ChIJiYsEnohZwokR8oZK_TgmSjY,NYC,,,0.0,,,False
Elephant Sushi Russian Hill,Elephant Sushi (Russian Hill),1916 Hyde Street,ChIJIXme1uiAhYARonEfUDgz0A4,SF,,,0.0,,,False
Elephant Sushi Fillmore,Elephant Sushi (Hayes Valley),400 Grove St.,ChIJcVyMiSmBhYARK9hpjwu_JcQ,SF,,,0.0,,,False
Lula Mae Fort Greene,Lula Mae,472 Myrtle Avenue,ChIJi9R8lVJbwokRtKjPyX4YvnU,NYC,,,0.0,,,False
Inday All Day Williamsburg,Inday,658 Driggs Avenue,ChIJ-xUElXtZwokRpv0Gz1fJiuc,NYC,,,0.0,,,False
Inday All Day Williamsburg,Inday Williamsburg,658 Driggs Avenue,ChIJ-xUElXtZwokRpv0Gz1fJiuc,NYC,,,0.0,,,False
Maman Upper East Side,Maman- UES,,ChIJAx5HgFlZwokRcWUfz5VxS0w,NYC,,,0.0,,,False
SPQR Pacific Heights,SPQR,1911 Fillmore Street,ChIJCUQFkseAhYARpkr3emAuxp8,SF,,,0.0,,,False
HED 11 SOMA,HED 11,1800 Sutter Street,ChIJ8wbZfQCBhYARbBBXJyQXBZA,SF,,,0.0,,,False
Slate Cafe Midtown,Slate Cafe - Midtown,,ChIJXWk4h4NZwokRX89_Qlwh0z0,NYC,,,0.0,,,False
Slate Cafe Nomad - Breakfast Pass,Slate Cafe Nomad,941 2nd Ave,ChIJMznhLt9ZwokREJt8CB0FTdA,NYC,,,0.0,,,False
Cubby's Hells Kitchen,Cubby’s,,ChIJrX0iSu5ZwokRYg6me9J5obs,NYC,,,0.0,,,False
The Butcher's Daughter (Nolita)- Breakfast Club,The Butcher's Daughter,1205 Abbot Kinney Boulevard,ChIJiYsEnohZwokR8oZK_TgmSjY,NYC,,,0.0,,,False
The Butcher's Daughter (Nolita)- Breakfast Club,The Butcher's Daughter (Nolita),,ChIJiYsEnohZwokR8oZK_TgmSjY,NYC,,,0.0,,,False
Two Hands Williamsburg- Breakfast Club,Two Hands Hospitality,251 Church Street,ChIJ256pFiBawokR-JFcFPAz7Ig,NYC,,,0.0,,,False
Chinta Thai Greenpoint,ChintaThai,157 Franklin Street,ChIJizcRni5ZwokRq-qMYfpKxB4,NYC,,,0.0,,,False
Third Falcon Fort Greene,Third Falcon,360 Myrtle Avenue,ChIJT0Pe_qJbwokR6Ql0YY5qF8I,NYC,,,0.0,,,False
Veselka Williamsburg,Veselka (Williamsburg),75 East 1st Street,ChIJZyqIQwBZwokR1lSPyPdTLoM,NYC,,,0.0,,,False
Veselka Williamsburg,Veselka Restaurant,75 East 1st Street,ChIJZyqIQwBZwokR1lSPyPdTLoM,NYC,,,0.0,,,False
Fulgurances Greenpoint,Fulgurances,132 Franklin St,ChIJcelSUXlZwokRkD8zyKGV6k4,NYC,,,0.0,,,False
Sagaponack Flatiron,Sagaponack in Flatiron District,4 W 22nd St,ChIJuXGLjqNZwokRDEG5LwpEBzk,NYC,,,0.0,,,False
The Brixton Marina,The Brixton,2140 Union Street,ChIJr066l9qAhYARBzcA3aD1zXM,SF,,,0.0,,,False
Palm House Marina,Palm House,2032 Union Street,ChIJtX1s3tqAhYAR8RDMpH2eHbw,SF,,,0.0,,,False
Torch & Crown Brewing Company SOHO,Torch & Crown Brewing Company,12 Vandam Street,ChIJFcrad0_1wokRgswE_VOwb4o,NYC,,,0.0,,,False
Hazie's Hayes Valley,Hazie's,501 Hayes Street,ChIJn-6m802BhYARruM4u0h9-Bc,SF,,,0.0,,,False
Maman Cobble Hill,Maman- Cobble Hill,,ChIJuedIXXtbwokROUHVzt-XCtM,NYC,,,0.0,,,False
Maman Battery Park,Maman- Battery Park,,ChIJVxpH38xbwokRRcqSwuRVwW4,NYC,,,0.0,,,False
Leon's,leonsnyc.com,817 Broadway,ChIJPfXBCwBZwokRI2bnWBxCQCE,NYC,,,0.0,,,False
Indian Accent Indian Accent,,,,NYC,,,0.0,,,False
Koloman - Breakfast Club,Koloman,16 W 29th St,ChIJUUBMchNZwokRwDOHIFhOIHA,NYC,,,0.0,,,False
Runner Up Park Slope,Winner / Runner Up,367 7th Avenue,ChIJa7TQMZFbwokRjivvo3SFNDQ,NYC,,,0.0,,,False
Veselka East Village,Veselka Restaurant,75 East 1st Street,ChIJlxDiXJxZwokRp4HHbeYqXXU,NYC,,,0.0,,,False
Baguette Magic West Ashley,Baguette Magic - West Ashley,792 Folly Rd Unit A,ChIJ3fhrj2V7_ogRHJRlSVyLbGQ,CHS,,,0.0,,,False
Baguette Magic James Island,Baguette Magic - Folly Road,792 Folly Road,ChIJcRYyVQp5_ogRzddEPU6O5fA,CHS,,,0.0,,,False
Alcove Market Harleston Village,Easton & Porter Group,5022 Plank Road,ChIJp0iulmp7_ogRjrA23hLK_Fs,CHS,,,0.0,,,False
Alcove Market Harleston Village,Alcove Market,320 Broad St Suite 155,ChIJp0iulmp7_ogRjrA23hLK_Fs,CHS,,,0.0,,,False
Veselka Grand Central,Veselka (Grand Central),,ChIJVZ111KNZwokRisf1cc9jgxg,NYC,,,0.0,,,False
Veselka Grand Central,Veselka Restaurant,75 East 1st Street,ChIJVZ111KNZwokRisf1cc9jgxg,NYC,,,0.0,,,False
6restaurant.com,6restaurant.com,481 Court Street,ChIJDfRavFtbwokRijMBw1NobfM,NYC,,,0.0,,,False
Dalida Mission,Dalida,101 Montgomery Street,ChIJ-0oK-amHhYARzNhyX0KQcEg,SF,,,0.0,,,False
Okane Potrero Hill,Omakase Restaurant Group,25 Division Street,ChIJjaWT5yx-j4AR0S6cwdgnD4Q,SF,,,0.0,,,False
Okane Potrero Hill,Okane,669 Townsend Street,ChIJjaWT5yx-j4AR0S6cwdgnD4Q,SF,,,0.0,,,False
Dumpling Time Design District,Dumpling Time - Design District,11 Division Street,ChIJ1anaJC1-j4ARf_9BjfDowt8,SF,,,0.0,,,False
Dumpling Time Design District,Omakase Restaurant Group,25 Division Street,ChIJ1anaJC1-j4ARf_9BjfDowt8,SF,,,0.0,,,False
Dumpling Time Mission Bay,Dumpling Time - Mission Bay,"191 Warriors Way Suite 101, San Francisco, CA 94158",ChIJR2AhaXJ_j4ARScj6r58240E,SF,,,0.0,,,False
Dumpling Time Mission Bay,Omakase Restaurant Group,25 Division Street,ChIJR2AhaXJ_j4ARScj6r58240E,SF,,,0.0,,,False
Omakase  Design District,Omakase,665 Townsend Street,ChIJFYz55yx-j4ARFUpWF0lt4gw,SF,,,0.0,,,False
Omakase  Design District,Omakase Restaurant Group,25 Division Street,ChIJFYz55yx-j4ARFUpWF0lt4gw,SF,,,0.0,,,False
Live Sushi Bar Potrero Hill,Omakase Restaurant Group,25 Division Street,ChIJtSa-BDN-j4ARVOuKy9mDdhw,SF,,,0.0,,,False
Live Sushi Bar Potrero Hill,Live Sushi Bar,2001 17th Street,ChIJtSa-BDN-j4ARVOuKy9mDdhw,SF,,,0.0,,,False
The Third Floor Chinatown,The Third Floor,433 Clay Street,ChIJ5ZJ8MmCAhYARlWdcG-Y51NM,SF,,,0.0,,,False
The Third Floor Chinatown,Omakase Restaurant Group,25 Division Street,ChIJ5ZJ8MmCAhYARlWdcG-Y51NM,SF,,,0.0,,,False
Prelude Union Square,Prelude,650 Church Street,ChIJAQCwLWCAhYARA4NhRN-ExYs,SF,,,0.0,,,False
Prelude Union Square,Omakase Restaurant Group,25 Division Street,ChIJAQCwLWCAhYARA4NhRN-ExYs,SF,,,0.0,,,False
Itria Mission,Itria,3266 24th Street,ChIJg0a43A5_j4ARH8IaUaRVUCs,SF,,,0.0,,,False
Elephant District Dumbo,Elephant District,,ChIJIQFtrv1bwokRkEaNwb8ltZQ,NYC,,,0.0,,,False
Balzem Nolita,Balzem,202 Mott St,ChIJa128pIhZwokRnoPKJguYBCA,NYC,,,0.0,,,False
Le Rivage Le Rivage,Le Rivage,340 W 46th St,ChIJP9968FNYwokRluXA9d7952g,NYC,,,0.0,,,False
Gair Dumbo,Gair,41 Washington St,ChIJTZIC-AdbwokRPwk_gzcoNNs,NYC,,,0.0,,,False
Henry & The Lions Chelsea,Henry & The Lions,,ChIJFwCwrbpZwokRaS7l5yPwQyM,NYC,,,0.0,,,False
Tacolicious Marina,Tacolicious,2250 Chestnut Street,ChIJkbv8N9eAhYARMyu5POX9pRk,SF,,,0.0,,,False
Arcana Mission,Arcana,2512 Mission Street,ChIJyf4Rywl_j4ARyOJZrnvV0Wc,SF,,,0.0,,,False
Share House Downtown,Share House,,ChIJYTrmDWh7_ogRu2xztQY2jCI,CHS,,,0.0,,,False
Uptown Social Downtown,Uptown Social,587 King St,ChIJK_IU5Gl6_ogRSRZ2slY7U48,CHS,,,0.0,,,False
WINNER in the Park Park Slope,Winner in the Park,367 7th Avenue,ChIJg8UZJyNbwokR0-LkfR8MPJQ,NYC,,,0.0,,,False
WINNER Butcher Park Slope,Winner Butcher,367 7th Avenue,ChIJvaJYgaVbwokR7sVs_le8J7Y,NYC,,,0.0,,,False
Octavia Pacific Heights,Octavia,1701 Octavia Street,ChIJs32Mdr-AhYARZmI19fIPvOM,SF,,,0.0,,,False
Mosto Mission,MOSTO,741-A Valencia St,ChIJvfcHtPR_j4ARiPrad4Watgo,SF,,,0.0,,,False
Tacolicious Mission,Tacolicious,741 Valencia Street,ChIJfxUo-Od_j4ARz1tjyoQIPAM,SF,,,0.0,,,False
La Noxe Chelsea,La Noxe,10 River Road #5M,ChIJpy4I5A1ZwokRkeVFxbwI2f8,NYC,,,0.0,,,False
Tacolicious (Marina) - Bar Blackbird,Tacolicious,2250 Chestnut Street,ChIJkbv8N9eAhYARMyu5POX9pRk,SF,,,0.0,,,False
MOSTO - Bar Blackbird,MOSTO,741-A Valencia St,ChIJvfcHtPR_j4ARiPrad4Watgo,SF,,,0.0,,,False
Hazie's - BAR BLACKBIRD,Hazie's,501 Hayes Street,ChIJn-6m802BhYARruM4u0h9-Bc,SF,,,0.0,,,False
The Brixton - BAR BLACKBIRD,The Brixton,2140 Union Street,ChIJr066l9qAhYARBzcA3aD1zXM,SF,,,0.0,,,False
6 Tables Marina,6 Tables,1849 Union St.,ChIJ6zLGfVeBhYARVqQDL4-aTmg,SF,,,0.0,,,False
Okaeri Japanese Bistro,Okaeri Japanese Bistro,"3515 20th St, ",ChIJc2x-KdV_j4ARr3s50-Q5LcE,SF,,,0.0,,,False
Bar Madonna Williamsburg,Bar Madonna,367 Metropolitan Ave,ChIJUWhXmjpZwokRjvRZ1_vjTqI,NYC,,,0.0,,,False
Castro Indian Restaurant & Bar The Castro,Castro Indian Restaurant & Bar,468 Castro St.,ChIJETxWCZN_j4ARf1B301i5-ys,SF,,,0.0,,,False
Bar Iris Russian Hill,Bar Iris,2310 Polk Street,ChIJQ3FRFZ-BhYAR3Rt6OXN6hSo,SF,,,0.0,,,False
The Mary Lane,The Mary Lane,"99 Bank St, New York, NY 10014",ChIJvfpl3GpZwokR9Doyl16Ku_w,NYC,,,0.0,,,False
Sightsee Hampton Park Terrace,Sightsee Shop,"125½, Line St",ChIJ28KoQWN7_ogRzSP8Hzqzfhw,CHS,,,0.0,,,False
Seamore's Brookfield Place,Seamore's,66 Water St,ChIJh2voNWlbwokRfmpK-ELePzA,NYC,,,0.0,,,False
The Test Brewery Williamsburg,The Test Brewery,302 Metropolitan Avenue,ChIJYflFPQBZwokRLloJXYjDNEA,NYC,,,0.0,,,False
StarChild Rooftop,Starchild Rooftop Bar & Lounge,305 W 48th St,ChIJZa0wOP5ZwokRsVyDcNLoUlg,NYC,,,0.0,,,False
StarChild Rooftop,Carver Road Hospitality,"305 W 48th St NY NY (Billing is Rabble HK LLC, 197 E California Ave Suite #270 Las Vegas NV)",ChIJZa0wOP5ZwokRsVyDcNLoUlg,NYC,,,0.0,,,False
Rosevale Kitchen Midtown,Rosveale Kitchen,,ChIJ_XQGaExZwokRTmvrhBoWHUY,NYC,,,0.0,,,False
Rosevale Kitchen Midtown,Carver Road Hospitality,"305 W 48th St NY NY (Billing is Rabble HK LLC, 197 E California Ave Suite #270 Las Vegas NV)",ChIJ_XQGaExZwokRTmvrhBoWHUY,NYC,,,0.0,,,False
Rosevale Cocktail Bar,Carver Road Hospitality,"305 W 48th St NY NY (Billing is Rabble HK LLC, 197 E California Ave Suite #270 Las Vegas NV)",ChIJ_XQGaExZwokRTmvrhBoWHUY,NYC,,,0.0,,,False
Rosevale Cocktail Bar,Rosevale Cocktail Room,305 West 48th Street,ChIJ_XQGaExZwokRTmvrhBoWHUY,NYC,,,0.0,,,False
Trick Dog Mission,Trick Dog,3010 20th Street,ChIJFc-4Pzd-j4ARf66cV7PRZxw,SF,,,0.0,,,False
The Harlow James Island,The Harlow,1015 Harbor View Rd,ChIJhXhO4UR5_ogRMvd7NEEgzSY,CHS,,,0.0,,,False
Paradiso Restaurant + Bar Park Circle,Paradiso Charleston,4401 McCarthy Street,ChIJ6cgIbrxk_ogR4K7YKh2pdv8,CHS,,,0.0,,,False
The Archer East Central,The Archer,,ChIJPaaxZsJ7_ogRSbOGoLwL9VY,CHS,,,0.0,,,False
Phoenix Palace Chinatown,Phoenix Palace,,ChIJQfxkBwBbwokRdqZAdAUuTFc,NYC,,,0.0,,,False
Levantine,Levantine,"361 Graham Ave, Brooklyn, NY 11211",ChIJvTv-1VBZwokRi3Wl2t2QvVY,NYC,,,0.0,,,False
Callie's Hot Little Biscuit King Street,Callie's Hot Little Biscuit (Meeting Street),1895 Avenue F,ChIJzwStSmp6_ogRoa1vyarpiqI,CHS,,,0.0,,,False
Berkeley’s Hampton Park Terrace,Berkeley's,,ChIJZ8LPDn57_ogRtfAHxwB8VdI,CHS,,,0.0,,,False
The Market at Paradiso Park Circle,Paradiso Charleston,4401 McCarthy Street,ChIJ6cgIbrxk_ogR4K7YKh2pdv8,CHS,,,0.0,,,False
The Patio Marina,The Patio,3232 Scott Street,ChIJ8anRoNaAhYARw_7AiSXOyBI,SF,,,0.0,,,False
Veranda Lounge,Veranda Lounge,61 State St,ChIJaZ77_iZ7_ogRkIbToV7u2Hs,CHS,,,0.0,,,False
The Bar at The Spectator,The Bar at The Spectator,"67 State St, Charleston, SC 29401",ChIJwXiSIp97_ogR81S_Th4qiVs,CHS,,,0.0,,,False
Bar Iris -BAR BLACKBIRD- New Deal,Bar Iris,2310 Polk Street,ChIJQ3FRFZ-BhYAR3Rt6OXN6hSo,SF,,,0.0,,,False
The Greats of Craft Midtown East,The Greats of Craft - Midtown East,983 1st Ave.,ChIJs6AxqHdZwokRwkvw64aePmI,NYC,,,0.0,,,False
The Greats of Craft LIC,The Greats of Craft - LIC,,ChIJL0xJb_ZZwokRfmKufMDAycE,NYC,,,0.0,,,False
Little Charli Greenwich Village,Little Charli East Hampton,271 Bleecker St,ChIJi9KyP7JZwokRODCiGhV2_KI,LI,,,0.0,,,False
Brooklyn Brewery Williamsburg,Brooklyn Brewery,79 North 11th Street,ChIJUaAuMl1ZwokRt0-S_ynnRtc,NYC,,,0.0,,,False
Good Thanks Williamsburg,Good Thanks- Williamsburg,31 Orchard Street,ChIJYzGsnstZwokRkcK34hMLbV0,NYC,,,0.0,,,False
Roberta's Williamsburg,Roberta's Domino Park,261 Moore Street,ChIJby7B1blZwokRzCBPwiaSbTY,NYC,,,0.0,,,False
Cha Cha Tang West Village,Cha Chan Tang,257 6th Avenue,ChIJteQQa4RZwokRxrQRw-hpCqI,NYC,,,0.0,,,False
